Fiscal Year,Employer,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial,NAICS,Tax ID,State,City,ZIP,Cleaned Employer Name
2022,LANCASTER INVESTMENT COMPANY OF CALIFORNIA L  L C,15,0,134,0,52,5670,CA,OAKLAND,94606,LANCASTER INVESTMENT COMPANY OF CALIFORNIA L  L C
2022,LANDDESIGN CONSULTING INC,8,0,37,1,54,9132,CA,FRESNO,93727,LANDDESIGN CONSULTING
2022,LARK TECHNOLOGIES INC,18,0,36,1,54,3237,CA,MOUNTAIN VIEW,94040,LARK TECHNOLOGIES
2022,LATENTAI INC,2,0,29,0,54,6980,CA,MENLO PARK,94025,LATENTAI
2022,LAW OFFICE OF ROSS YANG APC,1,0,11,0,54,2685,CA,PASADENA,91107,LAW OFFICE OF ROSS YANG APC
2022,LAW OFFICES OF BENJAMIN DAVIDSON P C,10,0,79,2,54,5755,CA,REDONDO BEACH,90277,LAW OFFICES OF BENJAMIN DAVIDSON P C
2022,LAW OFFICES OF BRENT H BLAKELY INC,3,0,20,0,54,1000,CA,MANHATTAN BEACH,90266,LAW OFFICES OF BRENT H BLAKELY
2022,LAWRENCE BERKELEY NATIONAL LAB,81,1,57,0,54,1741,CA,BERKELEY,94702,LAWRENCE BERKELEYTIONAL LAB
2022,LAWRENCE LIVERMORE NATIONAL SECURITY LLC,36,0,35,0,54,4386,CA,LIVERMORE,94550,LAWRENCE LIVERMORETIONAL SECURITY
2022,LE BREAD XPRESS INC,8,0,28,0,54,5143,CA,SAN JOSE,95128,LE BREAD XPRESS
2022,LEAPFROG POWER INC,8,0,46,1,54,1118,CA,SAN FRANCISCO,94111,LEAPFROG POWER
2022,LENDINGCLUB BANK NATIONAL ASSOCIAT,19,0,127,0,52,1886,CA,SAN FRANCISCO,94105,LENDINGCLUB BANKTIONAL ASSOCIAT
2022,LEVI STRAUSS & CO,7,0,55,1,44,5160,CA,SAN FRANCISCO,94111,LEVI STRAUSS & CO
2022,LEWIS BRISBOIS BISGAARD & SMITH LLP,1,1,11,0,54,522,CA,LOS ANGELES,90071,LEWIS BRISBOIS BISGAARD & SMITH LLP
2022,LEXISNEXIS USA,22,0,45,0,51,1842,CA,SAN FRANCISCO,94105,LEXISNEXIS
2022,LFOCUS CONSULTANCY INC,121,0,148,7,54,6287,CA,SAN JOSE,95129,LFOCUS CONSULTANCY
2022,LIFE360 INC,2,0,16,1,51,7666,CA,SAN FRANCISCO,94107,LIFE360
2022,LIGHTBITS LABS INC,72,0,309,8,51,2795,CA,SAN JOSE,95126,LIGHTBITS LABS
2022,LIM CHANG ASSOCIATES INC,5,0,58,2,54,1999,CA,PASADENA,91103,LIM CHANG ASSOCIATES
2022,LIMINEX INC DBA GOGUARDIAN,13,1,15,2,54,6763,CA,EL SEGUNDO,90245,LIMINEX GOGUARDIAN
2022,LINE FINANCIAL PBC,11,0,12,1,54,2087,CA,DUBLIN,94568,LINE FINANCIAL PBC
2022,LINKEDIN CORPORATION,177,3,1206,14,51,2023,CA,SUNNYVALE,94085,LINKEDIN CORPORATION
2022,LINQIA INC,46,3,36,2,54,5245,CA,SAN FRANCISCO,94103,LINQIA
2022,LIRIK INC,14,1,52,0,54,6334,CA,MILPITAS,95035,LIRIK
2022,LITE ON INC,10,1,48,0,33,9491,CA,MILPITAS,95035,LITE ON
2022,LITEPOINT CORP A TERADYNE COMPANY,3,0,16,1,33,2816,CA,SAN JOSE,95134,LITEPOINT CORP A TERADYNE COMPANY
2022,LITRINIUM INC,11,0,13,0,54,6875,CA,MISSION VIEJO,92691,LITRINIUM
2022,LITTLER MENDELSON P C,3,0,13,0,54,2731,CA,SAN FRANCISCO,94104,LITTLER MENDELSON P C
2022,LIVE NATION WORLDWIDE INC,2,0,28,0,71,7880,CA,LOS ANGELES,90046,LIVETION WORLDWIDE
2022,LIVERAMP INC,4,0,45,3,54,8396,CA,SAN FRANCISCO,94104,LIVERAMP
2022,LIVEVOX INC,5,0,11,0,54,1544,CA,SAN FRANCISCO,94111,LIVEVOX
2022,LOANDEPOT COM LLC,3,0,32,0,52,9244,CA,FOOTHILL RANCH,92610,LOANDEPOT COM
2022,LOB COM INC,2,0,13,0,51,7911,CA,SAN FRANCISCO,94107,LOB COM
2022,LOGIC PLANET CS INC,2,0,10,1,54,4527,CA,TUSTIN,92780,LOGIC PLANET CS
2022,LOGISTAR LLC,5,0,14,0,33,2148,CA,LOS ANGELES,90013,LOGISTAR
2022,LOGOS GLOBALTECH LLC,7,0,11,1,54,4939,CA,WALNUT CREEK,94598,LOGOS GLOBALTECH
2022,LOMA LINDA VETERANS ASSOCIATION FOR RESEARCH AND EDUCATION,1,0,13,0,54,5099,CA,REDLANDS,92374,LOMA LINDA VETERANS ASSOCIATION FOR RESEARCH AND EDUCATION
2022,LONZA BIOLOGICS INC,2,0,17,1,32,2009,CA,HAYWARD,94545,LONZA BIOLOGICS
2022,LOOKOUT INC,3,0,14,0,51,7613,CA,SAN FRANCISCO,94111,LOOKOUT
2022,LOOM INC,0,0,11,0,51,5120,CA,SAN FRANCISCO,94105,LOOM
2022,LOS ANGELES UNIFIED SCHOOL DISTRIC,14,0,21,0,61,1908,CA,LOS ANGELES,90017,LOS ANGELES UNIFIED SCHOOL DISTRIC
2022,LOYOLA MARYMOUNT UNIVERSITY,7,0,13,0,61,3334,CA,LOS ANGELES,90045,LOYOLA MARYMOUNT UNIVERSITY
2022,LPL FINANCIAL LLC,5,0,108,1,52,4236,CA,SAN DIEGO,92121,LPL FINANCIAL
2022,LUCID GROUP USA INC,0,0,15,1,44,4921,CA,NEWARK,94560,LUCID GROUP
2022,LUCILE PACKARD CHILDREN S HOSPITAL STANFORD,4,0,17,0,62,3859,CA,MENLO PARK,94025,LUCILE PACKARD CHILDREN S HOSPITAL STANFORD
2022,LUMANU INC,4,0,21,1,54,6305,CA,OAKLAND,94612,LUMANU
2022,LUMENTUM OPERATIONS LLC,14,0,26,1,54,4837,CA,SAN JOSE,95131,LUMENTUM OPERATIONS
2022,LUMINOUS TEC LLC,12,0,72,3,54,1013,CA,IRVINE,92612,LUMINOUS TEC
2022,LUMOS APP INC,10,1,35,0,54,8666,CA,STANFORD,94305,LUMOS APP
2022,LUMUSYS TECHNOLOGIES,10,0,12,0,54,9936,CA,WOODLAND HILLS,91367,LUMUSYS TECHNOLOGIES
2022,LUNAR ENERGY INC,2,0,12,0,33,8737,CA,MOUNTAIN VIEW,94043,LUNAR ENERGY
2022,LUTSKO ASSOCIATES LANDSCAPE INC,4,0,25,1,54,4625,CA,SAN FRANCISCO,94110,LUTSKO ASSOCIATES LANDSCAPE
2022,LYFT INC,41,2,223,4,54,9830,CA,SAN FRANCISCO,94107,LYFT
2022,M MOSER ASSOCIATES LLC,9,1,33,0,54,1601,CA,SAN FRANCISCO,94104,M MOSER ASSOCIATES
2022,MAANTIC INC,2,0,32,0,54,9636,CA,SUNNYVALE,94086,MAANTIC
2022,MACHINIFY INC,2,0,13,0,54,204,CA,PALO ALTO,94301,MACHINIFY
2022,MACIAS GINI & O CONNELL LLP,5,0,16,1,54,457,CA,LOS ANGELES,90067,MACIAS GINI & O CONNELL LLP
2022,MACROTECH USA INC,13,0,14,0,54,964,CA,SAN MATEO,94404,MACROTECH
2022,MALWAREBYTES INC,3,0,11,0,51,4858,CA,SANTA CLARA,95054,MALWAREBYTES
2022,MAMMOTH BIOSCIENCES INC,16,0,60,0,54,9487,CA,BRISBANE,94005,MAMMOTH BIOSCIENCES
2022,MANDIANT INC,9,0,40,3,54,8921,CA,MILPITAS,95035,MANDIANT
2022,MANGO TECHNOLOGIES INC D B A CLICK,4,0,28,0,54,374,CA,SAN DIEGO,92101,MANGO TECHNOLOGIES D B A CLICK
2022,MANTRA BIO INC,0,0,20,0,54,5491,CA,SOUTH SAN FRANCISCO,94080,MANTRA BIO
2022,MANUFACTURERS BANK,0,0,10,0,52,1647,CA,LOS ANGELES,90071,MANUFACTURERS BANK
2022,MAPLEBEAR INC D/B/A INSTACART,26,1,133,2,51,3335,CA,SANTA CLARA,95054,MAPLEBEAR D/B/A INSTACART
2022,"MAPP DIGITAL US, LLC",84,0,151,3,54,1880,CA,SAN DIEGO,92122,"MAPP DIGITAL US,"
2022,MARBELYS BRICENO DBA MARBE DESIGNS INC,4,0,12,0,54,7964,CA,GLENDALE,91206,MARBELYS BRICENO MARBE DESIGNS
2022,MARK CAVAGNERO ASSOCIATES,23,0,115,0,54,9730,CA,SAN FRANCISCO,94111,MARK CAVAGNERO ASSOCIATES
2022,MARKLOGIC CORPORATION,2,0,14,0,51,7038,CA,REDWOOD CITY,94065,MARKLOGIC CORPORATION
2022,MARQETA INC,11,0,100,0,52,6690,CA,OAKLAND,94610,MARQETA
2022,MARTHAS TRAVEL & INCOME TAX SVC CO,2,1,10,1,54,9006,CA,SUNNYVALE,94085,MARTHAS TRAVEL &OME TAX SVC CO
2022,MARVELL SEMICONDUCTOR INC,31,0,149,4,33,8669,CA,SANTA CLARA,95054,MARVELL SEMICONDUCTOR
2022,MASIMO CORPORATION,5,0,24,1,33,8882,CA,IRVINE,92618,MASIMO CORPORATION
2022,MATERIAL CULTURE CONSULTING INC,21,0,25,0,54,1279,CA,POMONA,91767,MATERIAL CULTURE CONSULTING
2022,MATONEE INC,0,0,16,0,54,8539,CA,MOUNTAIN VIEW,94043,MATONEE
2022,MATSON NAVIGATION COMPANY,0,0,16,0,48,2400,CA,OAKLAND,94607,MATSONVIGATION COMPANY
2022,MATTEL HQ INC,8,0,18,2,33,8541,CA,EL SEGUNDO,90245,MATTEL HQ
2022,MATTERPORT INC,0,0,17,0,42,5468,CA,SUNNYVALE,94089,MATTERPORT
2022,MAXIM INTEGRATED PRODUCTS INC,32,1,42,3,33,6096,CA,SAN JOSE,95134,MAXIM INTEGRATED PRODUCTS
2022,MAXLINEAR INC,11,0,18,1,33,6129,CA,CARLSBAD,92008,MAXLINEAR
2022,MAZE & ASSO ACCOUNTING CORP,22,0,15,0,54,179,CA,PLEASANT HILL,94523,MAZE & ASSO ACCOUNTING CORP
2022,MCAFEE LLC,3,0,21,0,51,6593,CA,ALVISO,95002,MCAFEE
2022,MCORPCX LLC,43,7,47,2,54,1051,CA,SAN FRANCISCO,94105,MCORPCX
2022,MEDALLIA INC,6,0,26,2,54,8353,CA,PLEASANTON,94588,MEDALLIA
2022,MEDIATEK USA INC,13,0,37,1,54,4775,CA,SAN JOSE,95134,MEDIATEK
2022,MEDIMPACT HEALTHCARE SYSTEMS INC,5,0,11,0,54,7651,CA,SAN DIEGO,92131,MEDIMPACT HEALTHCARE SYSTEMS
2022,MEDIMPACT HEALTHCARE SYSTEMS INC,1,0,16,0,44,7651,CA,SAN DIEGO,92131,MEDIMPACT HEALTHCARE SYSTEMS
2022,MELTWATER NEWS US INC,0,0,12,0,51,9528,CA,SAN FRANCISCO,94104,MELTWATER NEWS US
2022,MEMBRANE TECHNOLOGY & RESEARCH INC,17,1,25,1,54,5892,CA,NEWARK,94560,MEMBRANE TECHNOLOGY & RESEARCH
2022,MENDEL HEALTH INC,14,0,36,2,54,3988,CA,SAN JOSE,95113,MENDEL HEALTH
2022,MERCURY INS SVCS LLC D/B/A MERCURY INS GROUP,0,0,18,2,52,1771,CA,BREA,92821,MERCURY INS SVCS D/B/A MERCURY INS GROUP
2022,MERRY ELECTRONICS U S A CO LTD,63,9,51,0,54,542,CA,MILPITAS,95035,MERRY ELECTRONICS U S A CO LTD
2022,METANOVAS BIOTECH INC,38,2,51,0,54,1259,CA,SAN MATEO,94404,METANOVAS BIOTECH
2022,METROMILE OPERATING COMPANY,1,0,10,0,52,9,CA,SAN FRANCISCO,94105,METROMILE OPERATING COMPANY
2022,MH SUB I LLC DBA INTERNET BRANDS I,12,0,55,0,54,9063,CA,EL SEGUNDO,90245,MH SUB I INTERNET BRANDS I
2022,MICROFABRICA INC,8,0,16,0,33,19,CA,VAN NUYS,91406,MICROFABRICA
2022,MICROLAND LIMITED,10,0,17,1,54,626,CA,SAN JOSE,95110,MICROLAND LIMITED
2022,MICROMIDAS INC D/B/A/ ORGIN MATERIALS,9,1,23,0,54,2384,CA,WEST SACRAMENTO,95605,MICROMIDAS D/B/A/ ORGIN MATERIALS
2022,MICRONIX USA LLC,15,0,36,0,33,9985,CA,SANTA ANA,92704,MICRONIX
2022,MICROVENTION INC,1,0,12,0,33,3774,CA,ALISO VIEJO,92656,MICROVENTION
2022,MIND RESEARCH INSTITUTE,5,0,14,0,54,8804,CA,IRVINE,92617,MIND RESEARCH INSTITUTE
2022,MINDSTRONG INC,17,0,29,1,54,1291,CA,MOUNTAIN VIEW,94041,MINDSTRONG
2022,MINDTICKLE INC,7,1,30,1,54,9382,CA,SAN FRANCISCO,94104,MINDTICKLE
2022,MIRANTIS INC,5,0,11,0,54,5086,CA,CAMPBELL,95008,MIRANTIS
2022,MIRATI THERAPEUTICS INC,10,0,29,1,54,3615,CA,SAN DIEGO,92130,MIRATI THERAPEUTICS
2022,MITCHELL INTERNATIONAL INC,1,0,32,1,54,5101,CA,SAN DIEGO,92122,MITCHELL INTERNATIONAL
2022,MIXPANEL INC,4,0,19,0,54,1379,CA,SAN FRANCISCO,94111,MIXPANEL
2022,MOBILE PROGRAMMING LLC,17,2,20,1,54,5855,CA,AGOURA HILLS,91301,MOBILE PROGRAMMING
2022,MOBILECOIN INC,0,0,12,1,52,76,CA,SAN FRANCISCO,94103,MOBILECOIN
2022,MOBILENET SERVICES INC,41,1,65,1,54,9176,CA,IRVINE,92618,MOBILENET SERVICES
2022,MOBILITIE OPERATIONS LLC,41,0,25,0,54,6212,CA,NEWPORT BEACH,92660,MOBILITIE OPERATIONS
2022,MOEV INC,11,0,12,0,54,5163,CA,LOS ANGELES,90024,MOEV
2022,MOK ACCOUNTANCY CORPORATION,5,0,14,1,54,7934,CA,SAN MATEO,94403,MOK ACCOUNTANCY CORPORATION
2022,MOLINA HEALTHCARE INC,5,0,27,0,62,4626,CA,LONG BEACH,90802,MOLINA HEALTHCARE
2022,MOLLISSOFT INC,12,0,22,0,54,2830,CA,EL SEGUNDO,90245,MOLLISSOFT
2022,MOMENTIVE INC,3,0,26,1,51,1003,CA,SAN MATEO,94403,MOMENTIVE
2022,MOOGSOFT INC,14,0,40,0,54,6927,CA,SAN FRANCISCO,94111,MOOGSOFT
2022,MORGAN HILL UNIFIED SCHOOL DISTRICT,24,1,17,1,61,2606,CA,MORGAN HILL,95037,MORGAN HILL UNIFIED SCHOOL DISTRICT
2022,MORRISON & FOERSTER LLP,13,0,19,0,54,7210,CA,SAN FRANCISCO,94105,MORRISON & FOERSTER LLP
2022,MOTIF LAND INC,26,0,15,1,54,8986,CA,SONOMA,95476,MOTIF LAND
2022,MOTT MACDONALD GROUP INC,3,0,18,0,54,9761,CA,SAN RAMON,94583,MOTT MACDONALD GROUP
2022,MOTT MACDONALD HOLDINGS INC,8,0,53,3,54,1806,CA,SAN RAMON,94583,MOTT MACDONALD HOLDINGS
2022,MOVE INC,9,0,50,0,53,2862,CA,WESTLAKE VILLAGE,91362,MOVE
2022,MOVEWORKS INC,15,0,36,0,54,4050,CA,MOUNTAIN VIEW,94041,MOVEWORKS
2022,MSRCOSMOS LLC,7,0,16,1,54,5148,CA,STOCKTON,95207,MSRCOSMOS
2022,MUNCASTER CONSULTING LLC,8,0,26,1,54,8832,CA,SOLVANG,93463,MUNCASTER CONSULTING
2022,MUSO AND CO INC,0,0,12,1,54,3692,CA,MONTEREY PARK,91754,MUSO AND CO
2022,MYSTEN LABS INC,0,0,10,0,52,9083,CA,HILLBOROUGH,94010,MYSTEN LABS
2022,NAMO SOLUTIONS INC,8,0,56,1,54,4389,CA,MILPITAS,95035,NAMO SOLUTIONS
2022,NANOCRED CONSULTING INC,6,0,12,0,54,246,CA,SAN RAMON,94583,NANOCRED CONSULTING
2022,NATERA INC,28,0,47,1,54,4487,CA,SAN CARLOS,94070,NATERA
2022,NBCUNIVERSAL MEDIA LLC,10,0,65,0,51,2529,CA,UNIVERSAL CITY,91608,NBCUNIVERSAL MEDIA
2022,NCH MANAGEMENT SYSTEMS INC DBA NEW CENTURY HEALTH,0,0,13,0,62,4405,CA,BREA,92821,NCH MANAGEMENT SYSTEMS NEW CENTURY HEALTH
2022,NEARSIDE BUSINESS CORP,11,0,12,0,54,8,CA,SAN FRANCISCO,94108,NEARSIDE BUSINESS CORP
2022,NEKTAR THERAPEUTICS,1,0,10,1,32,4940,CA,SAN FRANCISCO,94158,NEKTAR THERAPEUTICS
2022,NERDWALLET INC,5,0,17,0,51,440,CA,SAN FRANCISCO,94105,NERDWALLET
2022,NETAPP INC,40,0,186,2,54,7520,CA,SAN JOSE,95128,NETAPP
2022,NETSERV LLC,11,0,14,0,54,7524,CA,SAN JOSE,95131,NETSERV
2022,NETSKOPE INC,10,0,82,2,54,1117,CA,SANTA CLARA,95054,NETSKOPE
2022,NEUDESIC LLC,9,1,12,0,54,8382,CA,IRVINE,92618,NEUDESIC
2022,NEURO42 INC,32,0,24,0,54,9937,CA,SAN FRANCISCO,94105,NEURO42
2022,NEUROCRINE BIOSCIENCES INC,8,0,34,3,54,5145,CA,SAN DIEGO,92130,NEUROCRINE BIOSCIENCES
2022,NEUTRON HOLDINGS INC DBA LIME BIKE,10,0,31,0,54,517,CA,SAN FRANCISCO,94105,NEUTRON HOLDINGS LIME BIKE
2022,NEVRO CORP,3,0,12,2,32,8057,CA,REDWOOD CITY,94065,NEVRO CORP
2022,NEXIENT LLC,17,0,48,1,54,105,CA,NEWARK,94560,NEXIENT
2022,NEXINFO SOLUTIONS INC,24,1,89,2,54,4111,CA,SANTA ANA,92701,NEXINFO SOLUTIONS
2022,NEXT INSURANCE INC,1,0,14,0,52,573,CA,PALO ALTO,94304,NEXT INSURANCE
2022,NEXTDOOR INC,3,0,30,2,51,3336,CA,SAN FRANCISCO,94102,NEXTDOOR
2022,NEXTGEN TECHNOLOGIES INC,4,0,12,0,54,1739,CA,SAN JOSE,95112,NEXTGEN TECHNOLOGIES
2022,NEXTROLL INC,37,0,63,5,54,6965,CA,SAN FRANCISCO,94110,NEXTROLL
2022,NEXUS AEC LLC DBA TITAN AEC,23,1,12,0,54,9489,CA,LOS ANGELES,90071,NEXUS AEC TITAN AEC
2022,NIAGARA BOTTLING LLC,20,0,39,1,31,3510,CA,DIAMOND BAR,91765,NIAGARA BOTTLING
2022,NIANTIC INC,7,0,42,1,54,7639,CA,SAN FRANCISCO,94111,NIANTIC
2022,NICHOLS MELBURG & ROSSETTO ARCHITECTS & ENGINEERS,9,0,15,1,54,9012,CA,REDDING,96002,NICHOLS MELBURG & ROSSETTO ARCHITECTS & ENGINEERS
2022,NIKON RESEARCH CORPORATION OF AMERICA,3,0,11,0,54,6601,CA,BELMONT,94002,NIKON RESEARCH CORPORATION OF AMERICA
2022,NILE GLOBAL INC,23,0,33,2,54,8573,CA,SANTA CLARA,95054,NILE GLOBAL
2022,NIMBLE DATA TECHNOLOGIES INC DBA C,78,2,52,2,54,8322,CA,SAN JOSE,95128,NIMBLE DATA TECHNOLOGIES C
2022,NIMBLE ROBOTICS INC,32,0,29,0,54,6038,CA,SAN FRANCISCO,94103,NIMBLE ROBOTICS
2022,NIMMETRIX LLC DBA BLUMETRA,7,0,17,0,54,999,CA,DUBLIN,94568,NIMMETRIX BLUMETRA
2022,NIO USA INC,2,0,19,1,33,6669,CA,SAN JOSE,95134,NIO
2022,NISUM TECHNOLOGIES INC,29,0,57,3,54,1881,CA,BREA,92821,NISUM TECHNOLOGIES
2022,NMSI INC,7,0,31,0,52,4984,CA,LOS ANGELES,90010,NMSI
2022,NOAH MEDICAL CORPORATION,1,0,12,0,33,7309,CA,SAN CARLOS,94070,NOAH MEDICAL CORPORATION
2022,NOISE 13 DESIGN INCORPORATED,14,0,11,0,54,1327,CA,SAN FRANCISCO,94103,NOISE 13 DESIGNORPORATED
2022,NORMALYZE INC,1,0,11,0,54,7153,CA,LOS ALTOS,94024,NORMALYZE
2022,NORTH AMERICAN BULL INDUSTRY INC,1,0,12,0,54,2161,CA,WALNUT,91789,NORTH AMERICAN BULL INDUSTRY
2022,NOTION LABS INC,7,0,17,1,54,473,CA,SAN FRANCISCO,94110,NOTION LABS
2022,NOWCOM LLC,22,2,15,4,54,6858,CA,LOS ANGELES,90010,NOWCOM
2022,NTRUST INFOTECH INC,1,0,13,0,54,4019,CA,IRVINE,92602,NTRUST INFOTECH
2022,NTT DATA INC,70,2,316,1,54,7166,CA,HOLLISTER,95024,NTT DATA
2022,NU TECHNOLOGY INC,0,0,37,0,54,617,CA,FREMONT,94539,NU TECHNOLOGY
2022,NUMANN TECHNOLOGIES INC,15,1,35,1,54,4947,CA,RANCHO CORDOVA,95742,NUMANN TECHNOLOGIES
2022,NUMENTICA LLC,11,0,11,0,54,4,CA,TORRANCE,90503,NUMENTICA
2022,NUNA INCORPORATED,13,0,18,0,54,221,CA,SAN FRANCISCO,94107,NUNAORPORATED
2022,NURIX THERAPEUTICS INC,5,0,11,0,54,8048,CA,SAN FRANCISCO,94158,NURIX THERAPEUTICS
2022,NURO INC,40,2,100,1,54,4259,CA,MOUNTAIN VIEW,94043,NURO
2022,NUROTRON BIOTECHNOLOGY INC,2,0,106,3,33,8631,CA,IRVINE,92618,NUROTRON BIOTECHNOLOGY
2022,NUTANIX INC,32,1,182,5,33,9767,CA,SAN JOSE,95110,NUTANIX
2022,NUVASIVE INC,8,0,25,0,33,5598,CA,SAN DIEGO,92121,NUVASIVE
2022,NUVASIVE INC,2,0,17,0,33,8598,CA,SAN DIEGO,92121,NUVASIVE
2022,NVIDIA CORPORATION,284,2,848,7,33,7549,CA,SANTA CLARA,95051,NVIDIA CORPORATION
2022,NYLAS INC,3,0,21,1,54,6597,CA,SAN FRANCISCO,94102,NYLAS
2022,O NEIL DIGITAL SOLUTIONS LLC,6,0,365,1,51,5219,CA,LOS ANGELES,90066,O NEIL DIGITAL SOLUTIONS
2022,O-NET COMMUNICATIONS USA INC,12,1,21,1,54,756,CA,SAN JOSE,95131,O-NET COMMUNICATIONS
2022,OAK RIVER INSURANCE COMPANY,0,0,12,0,54,2702,CA,SAN FRANCISCO,94111,OAK RIVER INSURANCE COMPANY
2022,OATH HOLDINGS INC,61,0,317,10,51,3155,CA,SAN JOSE,95110,OATH HOLDINGS
2022,OCEANX LLC,0,0,10,1,54,6689,CA,EL SEGUNDO,90245,OCEANX
2022,OCULUS LIGHT STUDIO LLC,16,0,16,0,54,9083,CA,CULVER CITY,90230,OCULUS LIGHT STUDIO
2022,ODIUQIL INC,4,0,10,0,54,9900,CA,MOUNTAIN VIEW,94043,ODIUQIL
2022,OH FUJI INC,9,0,26,1,61,9571,CA,LOS ANGELES,90012,OH FUJI
2022,OMNIVISION TECHNOLOGIES INC,13,0,29,2,33,1990,CA,SANTA CLARA,95054,OMNIVISION TECHNOLOGIES
2022,OMRON ROBOTICS & SAFETY TECHNOLOGI,4,0,16,0,54,635,CA,PLEASANTON,94588,OMRON ROBOTICS & SAFETY TECHNOLOGI
2022,ON24 INC,4,0,11,1,54,2599,CA,SAN FRANCISCO,94105,ON24
2022,ONCORE CONSULTING LLC,1,0,10,0,54,5328,CA,RANCHO CORDOVA,95670,ONCORE CONSULTING
2022,ONE INC SOFTWARE CORP DBA ONE INC,6,0,17,0,54,6791,CA,FOLSOM,95630,ONE SOFTWARE CORP ONE
2022,ONELOOK INC D/B/A LILY AI,2,0,17,0,54,8487,CA,MOUNTAIN VIEW,94040,ONELOOK D/B/A LILY AI
2022,ONERA INC,9,0,77,3,54,603,CA,SAN FRANCISCO,94104,ONERA
2022,ONTO INNOVATION INC,8,0,13,0,33,6314,CA,MILPITAS,95035,ONTO INNOVATION
2022,ONUS SOLUTIONS CORP,13,0,18,1,54,5985,CA,FREMONT,94538,ONUS SOLUTIONS CORP
2022,OOMA INC,3,0,11,0,54,3274,CA,SUNNYVALE,94085,OOMA
2022,OPALSOFT INC,15,0,20,0,54,543,CA,SUNNYVALE,94086,OPALSOFT
2022,OPEN NETWORKING FDN,37,0,62,1,54,7530,CA,MENLO PARK,94025,OPEN NETWORKING FDN
2022,OPEN SOURCE ROBOTICS CORP,53,1,118,5,54,2668,CA,MOUNTAIN VIEW,94041,OPEN SOURCE ROBOTICS CORP
2022,OPENAI LP,7,0,12,0,54,637,CA,SAN FRANCISCO,94110,OPENAI
2022,OPORTUN INC,6,0,79,0,52,6325,CA,SAN CARLOS,94070,OPORTUN
2022,OPSOL INTEGRATORS INC,7,0,15,2,54,7469,CA,CAMPBELL,95008,OPSOL INTEGRATORS
2022,OPYN INC,5,0,23,3,54,7950,CA,SAN FRANCISCO,94115,OPYN
2022,ORION STRUCTURAL ENGINEERING INC,5,0,12,0,54,2318,CA,SAN DIEGO,92127,ORION STRUCTURAL ENGINEERING
2022,ORRICK HERRINGTON & SUTCLIFFE LLP,6,2,10,0,54,2627,CA,SAN FRANCISCO,94105,ORRICK HERRINGTON & SUTCLIFFE LLP
2022,"OSARO, INC.",13,0,45,0,54,8734,CA,SAN FRANCISCO,94103,"OSARO,."
2022,OSI DIGITAL INC,12,1,26,0,54,4560,CA,AGOURA HILLS,91301,OSI DIGITAL
2022,OSISOFT LLC,1,0,25,0,51,532,CA,SAN LEANDRO,94577,OSISOFT
2022,OSO VENTURES INC,8,0,29,1,54,3337,CA,NEWARK,94560,OSO VENTURES
2022,OUSTER INC,10,0,12,0,54,2155,CA,SAN FRANCISCO,94110,OUSTER
2022,OUSTER INC,10,0,17,0,54,8989,CA,SAN FRANCISCO,94110,OUSTER
2022,OUTSET MEDICAL INC,3,0,13,0,33,4392,CA,SAN JOSE,95134,OUTSET MEDICAL
2022,OVERHILL FARMS INC,0,0,12,0,31,292,CA,LOS ANGELES,90058,OVERHILL FARMS
2022,P & C GROUP INC,6,0,10,1,54,763,CA,LOS ANGELES,90010,P & C GROUP
2022,PACIFIC BIOSCIENCES OF CA INC,6,0,10,2,33,339,CA,MENLO PARK,94025,PACIFIC BIOSCIENCES OF CA
2022,PACIFIC GAS & ELECTRIC COMPANY,2,0,17,1,22,2640,CA,OAKLAND,94612,PACIFIC GAS & ELECTRIC COMPANY
2022,PACIFIC INVESTMENT MANAGEMENT COMP,48,2,181,2,52,9048,CA,NEWPORT BEACH,92660,PACIFIC INVESTMENT MANAGEMENT COMP
2022,PACIFIC LIFE INSURANCE COMPANY,4,0,18,1,52,9000,CA,NEWPORT BEACH,92660,PACIFIC LIFE INSURANCE COMPANY
2022,PACIFIC WESTERN BANK,4,0,21,0,52,1242,CA,BREA,92821,PACIFIC WESTERN BANK
2022,PAGERDUTY INC,2,0,12,1,51,3871,CA,SAN FRANCISCO,94103,PAGERDUTY
2022,PALO ALTO NETWORKS INC,63,0,415,9,54,195,CA,SANTA CLARA,95054,PALO ALTO NETWORKS
2022,PANASONIC AVIONICS CORPORATION,4,0,31,2,54,5071,CA,IRVINE,92612,PANASONIC AVIONICS CORPORATION
2022,PAPERCLIP TECHNOLOGIES INC,24,0,51,0,54,4008,CA,SAN FRANCISCO,94114,PAPERCLIP TECHNOLOGIES
2022,PARAMOUNT GLOBAL,2,0,13,0,51,9533,CA,SAN FRANCISCO,94105,PARAMOUNT GLOBAL
2022,PARKVIEW FINANCIAL LLC,3,0,36,0,52,1234,CA,LOS ANGELES,90025,PARKVIEW FINANCIAL
2022,PARSONS CONSTRUCTION GROUP INC,6,2,12,5,54,3912,CA,PASADENA,91124,PARSONS CONSTRUCTION GROUP
2022,PARSONS TECHNICAL SERVICES INC,8,0,46,1,54,7118,CA,PASADENA,91124,PARSONS TECHNICAL SERVICES
2022,PARTNERS INFORMATION TECH INC,6,0,13,0,54,4514,CA,ANAHEIM,92802,PARTNERS INFORMATION TECH
