Fiscal Year,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial,NAICS,Tax ID,State,City,ZIP,Cleaned Employer Name,USCIS Company Name,slug,companyURL,companyMembersURL,employeesCount,LinkedIn Company Name,LinkedIn Company IDs
2022,10,0,7,0,54,6058,CA,MOFFETT FIELD,94035,BAY AREA ENVIRONMENTAL RESEARCH IN,BAY AREA ENVIRONMENTAL RESEARCH IN,bay-area-environmental-research-institute,https://www.linkedin.com/company/bay-area-environmental-research-institute,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2237520232%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Bay Area Environmental Research Institute,34,37520232
2022,6,0,11,1,54,507,CA,PLEASANTON,94588,BAYONE SOLUTIONS,BAYONE SOLUTIONS INC,bayone-solutions,https://www.linkedin.com/company/bayone-solutions,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222689946%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,BayOne Solutions,270,2689946
2022,1,0,5,0,23,6725,CA,IRVINE,92612,BAYWA R E SOLAR PROJECTS,BAYWA R E SOLAR PROJECTS LLC,bwre-americas,https://www.linkedin.com/company/bwre-americas,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2218258681%22%2C%223590275%22%2C%226375009%22%2C%226738818%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,BayWa r.e. Americas,412,18258681|3590275|6375009|6738818
2022,5,0,19,0,54,3056,CA,LOS ANGELES,90040,BBTEX,BBTEX USA INC,bambootex,https://www.linkedin.com/company/bambootex/,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2274341945%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,BBTex,4,74341945
2022,8,0,8,0,54,9556,CA,SAN DIEGO,92121,BC ANALYTICS,BC ANALYTICS LLC,sitewise-analytics-llc,https://www.linkedin.com/company/sitewise-analytics-llc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22824293%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Sitewise Analytics,31,824293
2022,7,0,6,0,54,1193,CA,SAN FRANCISCO,94103,BDE ARCHITECTURE,BDE ARCHITECTURE INC,bdearch,https://www.linkedin.com/company/bdearch,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2212178909%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,BDE Architecture,79,12178909
2022,0,0,16,0,81,7599,CA,EL SEGUNDO,90245,BEACHBODY,BEACHBODY LLC,beachbody,https://www.linkedin.com/company/beachbody,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2298210%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,The Beachbody Company,6620,98210
2022,2,0,9,0,54,2975,CA,SAN FRANCISCO,94123,BEACON AI,BEACON AI INC,beacon-ai,https://www.linkedin.com/company/beacon-ai,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2276591143%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Beacon AI,11,76591143
2022,2,0,19,1,51,8779,CA,NEWARK,94560,BEAR FLAG ROBOTICS,BEAR FLAG ROBOTICS INC,bear-flag-robotics,https://www.linkedin.com/company/bear-flag-robotics,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2217996602%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Bear Flag Robotics,44,17996602
2022,14,0,27,1,33,600,CA,BREA,92821,BECKMAN COULTER,BECKMAN COULTER INC,,,,,,
2022,46,4,39,5,54,7079,CA,BERKELEY,94704,BECKMAN FELLER AND CHANG PC,BECKMAN FELLER AND CHANG PC,bfclegal,https://www.linkedin.com/company/bfclegal/,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2226518326%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,"Beckman, Feller & Chang PC",15,26518326
2022,76,0,60,0,54,2210,CA,DUARTE,91010,BECKMAN RESEARCH INSTITUTE OF THE,BECKMAN RESEARCH INSTITUTE OF THE,beckman-coulter,https://www.linkedin.com/company/beckman-coulter,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22162677%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Beckman Coulter Diagnostics,10892,162677
2022,1,0,9,2,54,2987,CA,SAN CARLOS,94070,BEEMACS,BEEMACS LLC,beemacs-digital-business-engineering,https://www.linkedin.com/company/beemacs-digital-business-engineering,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2220346234%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,BEEMACS - Digital Business Engineering,62,20346234
2022,2,0,9,0,42,4778,CA,EL SEGUNDO,90245,BELKIN INTERNATIONAL,BELKIN INTERNATIONAL INC,belkin,https://www.linkedin.com/company/belkin,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22162683%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Belkin,1259,162683
2022,8,0,13,0,54,9392,CA,SHERMAN OAKS,91403,BEN GROUP,BEN GROUP INC,bengroupjobs,https://www.linkedin.com/company/bengroup/jobs,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210631558%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,BEN: Jobs,607,10631558
2022,1,0,11,0,51,5648,CA,SAN FRANCISCO,94107,BENCHLING,BENCHLING INC,benchling,https://www.linkedin.com/company/benchling,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223769390%22%2C%2218092705%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Benchling,928,3769390|18092705
2022,9,1,18,3,54,1479,CA,WOODLAND HILLS,91367,BERGER CONSULTING GROUP,BERGER CONSULTING GROUP LLC,bergerconsultinggroup,https://www.linkedin.com/company/bergerconsultinggroup,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2280879250%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Berger Consulting Group,10,80879250
2022,3,0,31,0,54,5270,CA,BERKELEY,94708,BERKELEY INNOVATION GROUP,BERKELEY INNOVATION GROUP LLC,biginnovates,https://www.linkedin.com/company/biginnovates,https://www.linkedin.com/search/results/people/?currentCompany=%5B%226623113%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,The Berkeley Innovation Group,7,6623113
2022,23,1,44,0,54,5390,CA,EMERYVILLE,94608,BERKELEY LIGHTS,BERKELEY LIGHTS INC,berkeley-lights-inc-,https://www.linkedin.com/company/berkeley-lights-inc-,https://www.linkedin.com/search/results/people/?currentCompany=%5B%225445596%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Berkeley Lights,270,5445596
2022,6,0,10,0,54,1273,CA,EMERYVILLE,94608,BERKELEY RESEARCH GROUP,BERKELEY RESEARCH GROUP LLC,berkeley-research-group-llc,https://www.linkedin.com/company/berkeley-research-group-llc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22982614%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Berkeley Research Group LLC,1544,982614
2022,3,0,5,0,61,865,CA,SAN FRANCISCO,94103,BETTERUP,BETTERUP INC,betterup,https://www.linkedin.com/company/betterup,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223806620%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,BetterUp,2525,3806620
2022,12,0,32,1,51,525,CA,MENLO PARK,94025,BETTERWORKS SYSTEMS,BETTERWORKS SYSTEMS INC,betterworks,https://www.linkedin.com/company/betterworks,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221410451%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Betterworks,218,1410451
2022,9,0,6,0,31,7597,CA,GARDENA,90248,BEYOND MEAT,BEYOND MEAT INC,beyond-meat,https://www.linkedin.com/company/beyond-meat,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222634332%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Beyond Meat,839,2634332
2022,11,0,15,0,52,2658,CA,IRVINE,92614,BFSG BEFEFIT FINANCIAL SER,BFSG LLC DBA BEFEFIT FINANCIAL SER,bfsg-llc,https://www.linkedin.com/company/bfsg-llc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221320545%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Benefit Financial Services Group (BFSG),27,1320545
2022,11,0,7,0,54,4211,CA,SANTA CLARA,95054,BHATIA & CO CPAS,BHATIA & CO INC CPAS,bhatia-&-co-inc-cpas-,https://www.linkedin.com/company/bhatia-&-co-inc-cpas-,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22595165%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,"BHATIA & CO, INC (CPAs)",25,595165
2022,6,0,6,0,54,5542,CA,NAPA,94558,BIAGI BROS,BIAGI BROS INC,biagi-bros-inc-,https://www.linkedin.com/company/biagi-bros-inc-,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222145431%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,"Biagi Bros., Inc.",124,2145431
2022,0,0,22,0,51,5317,CA,SAN JOSE,95002,BILL COM,BILL COM,bill,https://www.linkedin.com/company/bill,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22113254%22%2C%227129520%22%2C%222748656%22%2C%2210593835%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,BILL,2763,113254|7129520|2748656|10593835
2022,5,0,88,1,52,5317,CA,SAN JOSE,95002,BILL COM,BILL COM,bill,https://www.linkedin.com/company/bill,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22113254%22%2C%227129520%22%2C%222748656%22%2C%2210593835%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,BILL,2763,113254|7129520|2748656|10593835
2022,2,0,5,0,52,5497,CA,SAN FRANCISCO,94104,BILLFLOAT D/B/A SMARTBIZ LOANS,BILLFLOAT INC D/B/A SMARTBIZ LOANS,smartbiz-loans,https://www.linkedin.com/company/smartbiz-loans,https://www.linkedin.com/search/results/people/?currentCompany=%5B%226409545%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SmartBiz,243,6409545
2022,6,0,6,0,81,5307,CA,ONTARIO,91761,BIO MED SERVICES,BIO MED SERVICES INC,biomedservicesinc,https://www.linkedin.com/company/biomedservicesinc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2211154688%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,"Biomed Services, Inc.",16,11154688
2022,7,0,49,0,54,1833,CA,HERCULES,94547,BIO RAD LABORATORIES,BIO RAD LABORATORIES INC,bio-rad,https://www.linkedin.com/company/bio-rad,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221613226%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Bio-Rad Laboratories,8279,1613226
2022,18,0,8,0,54,1157,CA,RICHMOND,94804,"BIOAGE LABS,.","BIOAGE LABS, INC.",bioage-labs,https://www.linkedin.com/company/bioage-labs,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2218677249%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,BioAge Labs,74,18677249
2022,24,0,11,1,54,1146,CA,SAN DIEGO,92121,BIODURO D B A BIODURO SUNDIA,BIODURO LLC D B A BIODURO SUNDIA,biodurosundia,https://www.linkedin.com/company/biodurosundia,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22585834%22%2C%223010609%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,BioDuro-Sundia,457,585834|3010609
2022,8,0,21,0,32,7820,CA,NOVATO,94949,BIOMARIN PHARMACEUTICAL,BIOMARIN PHARMACEUTICAL INC,biomarin,https://www.linkedin.com/company/biomarin,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2211647%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,BioMarin Pharmaceutical Inc.,3076,11647
2022,21,0,42,0,54,1443,CA,FREMONT,94538,BIOMEDICAN,BIOMEDICAN INC,biomedican,https://www.linkedin.com/company/biomedican,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2218464343%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,"BIOMEDICAN, Inc.",8,18464343
2022,7,0,23,0,54,9549,CA,SAN FRANCISCO,94105,BIOTRILLION,BIOTRILLION INC,biotrillion,https://www.linkedin.com/company/biotrillion,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210686946%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,BioTrillion,6,10686946
2022,2,0,6,0,54,5337,CA,PALO ALTO,94303,BIRDEYE,BIRDEYE INC,birdeye,https://in.linkedin.com/company/birdeye,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222837064%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Birdeye,854,2837064
2022,6,0,13,0,54,6131,CA,PALO ALTO,94306,BITGO,BITGO INC,bitgo-inc,https://www.linkedin.com/company/bitgo-inc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223597797%22%2C%2218745410%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,BitGo,302,3597797|18745410
2022,7,0,9,0,54,7655,CA,LOS ANGELES,90025,BIZRATE INSIGHTS,BIZRATE INSIGHTS INC,bizrateinsights,https://www.linkedin.com/company/bizrateinsights,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2215175635%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Bizrate Insights,19,15175635
2022,7,0,7,0,51,5238,CA,SAN JOSE,95131,BLACK SESAME TECHNOLOGIES,BLACK SESAME TECHNOLOGIES INC,black-sesame,https://www.linkedin.com/company/black-sesame,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2218426321%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Black Sesame Technologies Inc,134,18426321
2022,1,0,6,0,51,8207,CA,SAN RAMON,94583,BLACKBERRY CORPORATION,BLACKBERRY CORPORATION,blackberry,https://www.linkedin.com/company/blackberry,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222828%22%2C%222715706%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,BlackBerry,3514,2828|2715706
2022,1,0,17,1,54,325,CA,SANTA BARBARA,93101,BLACKBIRD ARCHITECTS,BLACKBIRD ARCHITECTS INC,blackbird-architects,https://www.linkedin.com/company/blackbird-architects,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223923450%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Blackbird Architects,18,3923450
2022,1,0,43,2,52,8647,CA,PLEASANTON,94588,BLACKHAWK NETWORK,BLACKHAWK NETWORK INC,blackhawk-network-india,https://in.linkedin.com/company/blackhawk-network-india,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2231213370%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Blackhawk Network India,187,31213370
2022,1,0,36,0,54,6613,CA,WOODLAND HILLS,91367,BLACKLINE SYSTEMS,BLACKLINE SYSTEMS INC,blackline,https://www.linkedin.com/company/blackline,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22362833%22%2C%229312476%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,BlackLine,1817,362833|9312476
2022,2,0,12,2,54,1944,CA,SAN MATEO,94402,BLAMELESS,BLAMELESS INC,blameless,https://www.linkedin.com/company/blameless,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2228625893%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Blameless,58,28625893
2022,7,0,38,1,54,1045,CA,SAN FRANCISCO,94108,BLEND LABS,BLEND LABS INC,blend-labs-inc.,https://www.linkedin.com/company/blend-labs-inc.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2261616553%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,"Blend Labs, Inc.",34,61616553
2022,10,0,18,0,54,2131,CA,SUNNYVALE,94085,BLINKPAD,BLINKPAD INC,blinkpad,https://www.linkedin.com/company/blinkpad,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2218454522%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Blinkpad,8,18454522
2022,1,0,6,0,54,9747,CA,SAN FRANCISCO,94107,BLITZ STUDIOS,BLITZ STUDIOS INC,,,,,,
2022,16,0,34,1,51,2024,CA,IRVINE,92618,BLIZZARD ENTERTAINMENT,BLIZZARD ENTERTAINMENT INC,blizzard-entertainment,https://www.linkedin.com/company/blizzard-entertainment,https://www.linkedin.com/search/results/people/?currentCompany=%5B%225329%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Blizzard Entertainment,5892,5329
2022,35,4,395,5,51,9876,CA,OAKLAND,94612,BLOCK,BLOCK INC,joinblock,https://www.linkedin.com/company/joinblock,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2280086817%22%2C%2229296664%22%2C%2210163551%22%2C%226579038%22%2C%223991657%22%2C%2220347832%22%2C%2278426215%22%2C%225063856%22%2C%22675562%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Block,14165,80086817|29296664|10163551|6579038|3991657|20347832|78426215|5063856|675562
2022,0,0,24,1,54,6959,CA,MOUNTAIN VIEW,94040,BLOCKSTREAM CORPORATION,BLOCKSTREAM USA CORPORATION,blockstream,https://www.linkedin.com/company/blockstream,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223998145%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Blockstream,89,3998145
2022,12,1,31,0,33,5408,CA,SAN JOSE,95134,BLOOM ENERGY CORPORATION,BLOOM ENERGY CORPORATION,bloom-energy,https://www.linkedin.com/company/bloom-energy,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2222243%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Bloom Energy,1781,22243
2022,3,0,9,0,54,7993,CA,MOUNTAIN VIEW,94041,BLOOMREACH,BLOOMREACH INC,bloomreach,https://in.linkedin.com/company/bloomreach,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2236076%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Bloomreach,1021,36076
2022,6,0,8,0,33,2141,CA,SUNNYVALE,94086,BLUE RIVER TECHNOLOGY,BLUE RIVER TECHNOLOGY,bluerivertech,https://www.linkedin.com/company/bluerivertech,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222742193%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Blue River Technology,283,2742193
2022,1,0,39,2,52,524,CA,EL DORADO HILLS,95762,BLUE SHIELD OF CALIFORNIA,BLUE SHIELD OF CALIFORNIA,blue-shield-of-california,https://www.linkedin.com/company/blue-shield-of-california,https://www.linkedin.com/search/results/people/?currentCompany=%5B%224896%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Blue Shield of California,7245,4896
2022,1,0,8,0,52,9218,CA,REDWOOD CITY,94063,BLUE VINE CAPITAL,BLUE VINE CAPITAL INC,,,,,,
2022,0,0,9,1,51,6329,CA,PASADENA,91105,BLUEBEAM,BLUEBEAM INC,bluebeam-software,https://www.linkedin.com/company/bluebeam-software,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22111265%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,"Bluebeam, Inc.",503,111265
2022,0,0,13,0,52,1556,CA,SAN FRANCISCO,94104,BLUEOWL,BLUEOWL LLC,blue-owl-llc,https://www.linkedin.com/company/blue-owl-llc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210674518%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,"BlueOwl, LLC",236,10674518
2022,19,2,54,0,54,7587,CA,MENLO PARK,94025,BLUESKY DATA,BLUESKY DATA INC,bluesky-data,https://www.linkedin.com/company/bluesky-data,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2279531738%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Bluesky,43,79531738
2022,7,0,19,0,54,8193,CA,SAN MATEO,94402,BLUESTAR GENOMICS,BLUESTAR GENOMICS INC,bluestargenomicsinc,https://is.linkedin.com/company/bluestargenomicsinc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2218676172%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Bluestar Genomics,44,18676172
2022,0,0,5,0,52,6239,CA,REDWOOD CITY,94063,BLUEVINE,BLUEVINE INC,bluevine,https://www.linkedin.com/company/bluevine,https://www.linkedin.com/search/results/people/?currentCompany=%5B%224989275%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Bluevine,581,4989275
2022,6,0,8,0,54,1162,CA,PLEASANTON,94588,BLUME GLOBAL,BLUME GLOBAL,blume-global,https://www.linkedin.com/company/blume-global,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2218810413%22%2C%223830604%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Blume Global,507,18810413|3830604
2022,2,0,5,1,62,4123,CA,PLEASANTON,94566,BMR HEALTH SERVICES,BMR HEALTH SERVICES INC,bmr-health-services,https://www.linkedin.com/company/bmr-health-services,https://www.linkedin.com/search/results/people/?currentCompany=%5B%225304407%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,BMR Health Services,54,5304407
2022,4,0,43,0,52,9781,CA,COSTA MESA,92627,BOARDWALK MANAGEMENT D/B/A BOARDWALK INVESTMENTS GROUP,BOARDWALK MANAGEMENT LLC D/B/A BOARDWALK INVESTMENTS GROUP,boardwalk-investments-group,https://www.linkedin.com/company/boardwalk-investments-group,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2274713099%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Boardwalk Investments Group,29,74713099
2022,13,0,30,0,54,3696,CA,MOSS BEACH,94038,BODO D/B/A BODO AI,BODO INC D/B/A BODO AI,bodoai,https://www.linkedin.com/company/bodoai,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2219205698%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,bodo.ai,33,19205698
2022,1,1,6,0,52,4470,CA,SAN FRANCISCO,94104,BOKU,BOKU INC,boku-inc,https://www.linkedin.com/company/boku-inc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22354887%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Boku,392,354887
2022,1,0,9,0,54,2597,CA,SAN FRANCISCO,94104,BOLD NORTH AMERICA,BOLD NORTH AMERICA LLC,boldlimited,https://www.linkedin.com/company/boldlimited,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210490165%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,BOLD,959,10490165
2022,5,0,34,1,52,2091,CA,SAN FRANCISCO,94102,BOLT FINANCIAL,BOLT FINANCIAL INC,bolt-financial,https://www.linkedin.com/company/bolt-financial,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223184783%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Bolt Financial,1,3184783
2022,1205,44,1810,46,54,5035,CA,CARLSBAD,92008,BOLT MEDICAL,BOLT MEDICAL INC,bolt-biotherapeutics-inc,https://www.linkedin.com/company/bolt-biotherapeutics-inc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2228626108%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,"Bolt Biotherapeutics, Inc.",97,28626108
2022,0,0,7,0,45,6908,CA,SAN MATEO,94404,BOOSTER FUELS,BOOSTER FUELS INC,energydelivered,https://www.linkedin.com/company/energydelivered,https://www.linkedin.com/search/results/people/?currentCompany=%5B%226416879%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Booster,230,6416879
2022,5,0,6,0,54,1321,CA,CULVER CITY,90232,BOSCHAN CORP,BOSCHAN CORP,boschan-corp-,https://www.linkedin.com/company/boschan-corp-,https://www.linkedin.com/search/results/people/?currentCompany=%5B%226415462%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Boschan Corp.,6,6415462
2022,3,0,6,2,54,3094,CA,PLEASANTON,94566,BOSTER BIOLOGICAL TECHNOLOGY,BOSTER BIOLOGICAL TECHNOLOGY,boster-biological-technology-co-ltd,https://www.linkedin.com/company/boster-biological-technology-co-ltd,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222355114%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Boster Biological Technology,18,2355114
2022,1,0,7,0,54,364,CA,PALO ALTO,94306,BOSTON POLARIMETRICS,BOSTON POLARIMETRICS INC,boston-analytics,https://www.linkedin.com/company/boston-analytics,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2232277%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Boston Analytics,71,32277
2022,4,1,7,0,54,5540,CA,REDWOOD CITY,94063,BOTRISTA TECHNOLOGY,BOTRISTA TECHNOLOGY INC,botrista,https://www.linkedin.com/company/botrista,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2218537820%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,"Botrista Technology, Inc.",86,18537820
2022,8,0,80,0,51,4444,CA,REDWOOD CITY,94063,BOX,BOX INC,box,https://www.linkedin.com/company/box,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2254178%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Box,2897,54178
2022,6,0,11,0,54,1781,CA,SAN DIEGO,92121,BRAIN CORPORATION,BRAIN CORPORATION,brain-corporation,https://www.linkedin.com/company/brain-corporation,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223244944%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Brain Corp,255,3244944
2022,6,0,7,1,54,3599,CA,SANTA CLARA,95054,BRAMASOL,BRAMASOL INC,bramasol,https://www.linkedin.com/company/bramasol,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2272742%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,"Bramasol, Inc.",72,72742
2022,1,0,10,0,51,8750,CA,PALO ALTO,94306,BRANCH METRICS,BRANCH METRICS INC,branch-metrics,https://www.linkedin.com/company/branch-metrics,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223813083%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Branch,617,3813083
2022,11,2,10,0,54,5527,CA,PLEASANTON,94588,BRANTA GROUP,BRANTA GROUP INC,branta-group,https://www.linkedin.com/company/branta-group,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2272731%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Branta Group,8,72731
2022,5,0,42,1,54,1289,CA,EL SEGUNDO,90245,BREAKFORM DESIGN,BREAKFORM DESIGN INC,breakform-design,https://www.linkedin.com/company/breakform-design,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221126701%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Breakform Design,11,1126701
2022,5,1,35,0,52,7957,CA,SAN FRANCISCO,94107,BREX,BREX INC,brexhq,https://www.linkedin.com/company/brexhq,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2218505670%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Brex,1253,18505670
2022,5,0,8,0,54,3848,CA,SANTA MONICA,90405,BRIAN NOTEWARE AIA ARCHITECT,BRIAN NOTEWARE AIA ARCHITECT INC,the-american-institute-of-architects-aia,https://www.linkedin.com/company/the-american-institute-of-architects-aia,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2212917%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,The American Institute of Architects (AIA),1609,12917
2022,2,0,7,0,54,2788,CA,PALO ALTO,94301,BRIDGEBIO SERVICES,BRIDGEBIO SERVICES INC,bridgebio,https://www.linkedin.com/company/bridgebio,https://www.linkedin.com/search/results/people/?currentCompany=%5B%226824982%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,BridgeBio,332,6824982
2022,11,1,11,0,54,6467,CA,FREMONT,94538,BRIDGEI2I ANALYTICS SOLUTIONS,BRIDGEI2I ANALYTICS SOLUTIONS INC,bridgei2i,https://in.linkedin.com/company/bridgei2i,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222244666%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,BRIDGEi2i Analytics Solutions,157,2244666
