Fiscal Year,Employer,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial,NAICS,Tax ID,State,City,ZIP,Cleaned Employer Name
2022,NEPHROLOGY ASSOCIATES P A,1,0,0,0,62,8072,AR,LITTLE ROCK,72205,NEPHROLOGY ASSOCIATES P A
2022,NEPHROPATHOLOGY ASSOCIATES PLC DBA ARKANA LABORATORIES,1,0,1,0,62,7813,AR,LITTLE ROCK,72211,NEPHROPATHOLOGY ASSOCIATES PLC ARKANA LABORATORIES
2022,NEW SITE CONSTRUCTION LLC,1,0,0,0,23,7166,AR,ROGERS,72756,NEW SITE CONSTRUCTION
2022,NEXTGEN INNOVATION LABS LLC DBA FA,0,0,1,0,42,9685,AR,CONWAY,72034,NEXTGEN INNOVATION LABS FA
2022,NORTH ARKANSAS PAIN MGMT P A,1,0,1,0,62,9678,AR,BATESVILLE,72501,NORTH ARKANSAS PAIN MGMT P A
2022,NORTHWEST BENTON COUNTY PHYSICIAN,0,0,2,0,62,9030,AR,BENTONVILLE,72712,NORTHWEST BENTON COUNTY PHYSICIAN
2022,NOVUSTECH INC,4,0,9,0,54,6702,AR,ROGERS,72756,NOVUSTECH
2022,NUCOR CORPORATION NUCOR STEEL UTAH,7,0,15,0,33,0817,AR,BLYTHEVILLE,72315,NUCOR CORPORATION NUCOR STEEL UTAH
2022,NUCOR YAMATO STEEL COMPANY,4,0,9,0,33,5150,AR,BLYTHEVILLE,72316,NUCOR YAMATO STEEL COMPANY
2022,ONESTONE SOLUTIONS GROUP LLC,1,0,0,0,42,5403,AR,ROGERS,72758,ONESTONE SOLUTIONS GROUP
2022,OUTDOOR CAP COMPANY INC,1,0,0,0,31,6970,AR,BENTONVILLE,72712,OUTDOOR CAP COMPANY
2022,OXFORD AMERICAN LITERARY PROJECT I,1,0,1,0,51,5463,AR,CONWAY,72035,OXFORD AMERICAN LITERARY PROJECT I
2022,PATHOLOGY SERVICES LABORATORY P A,1,0,0,0,62,7949,AR,RUSSELLVILLE,72801,PATHOLOGY SERVICES LABORATORY P A
2022,PEARLSOFT SOLUTIONS INC,1,0,3,0,54,3948,AR,LITTLE ROCK,72212,PEARLSOFT SOLUTIONS
2022,PERFECTVISION MANUFACTURING INC,0,0,4,0,33,2685,AR,LITTLE ROCK,72223,PERFECTVISION MANUFACTURING
2022,PHILANDER SMITH COLLEGE,0,1,0,0,61,9729,AR,LITTLE ROCK,72202,PHILANDER SMITH COLLEGE
2022,PINNACLE POINTE BEHAVIORAL HEALTHCARE SYSTEMS,1,0,0,0,62,8502,AR,CONWAY,72032,PINNACLE POINTE BEHAVIORAL HEALTHCARE SYSTEMS
2022,PINNACLE SPINE & ORTHOPEDIC PLLC,1,0,1,0,62,5086,AR,NORTH LITTLE ROCK,72114,PINNACLE SPINE & ORTHOPEDIC PLLC
2022,PRIME PHYSICIANS LLC,1,0,8,1,62,9059,AR,FORT SMITH,72916,PRIME PHYSICIANS
2022,PROTECH SOLUTIONS INC,1,0,25,0,54,5867,AR,LITTLE ROCK,72201,PROTECH SOLUTIONS
2022,QUALSERV SOLUTIONS LLC,1,0,0,0,33,9254,AR,FORT SMITH,72908,QUALSERV SOLUTIONS
2022,RETAIL INSIGHTS US INC,0,0,1,0,51,8652,AR,BENTONVILLE,72712,RETAIL INSIGHTS US
2022,REV 365 LLC,19,0,6,0,54,1082,AR,LITTLE ROCK,72211,REV 365
2022,ROCK CL LLC,1,0,0,0,52,8112,AR,WARD,72176,ROCK CL
2022,ROGERS GROUP INC,0,0,2,0,21,8333,AR,CONWAY,72032,ROGERS GROUP
2022,RYAN ENGINEERING INC,1,0,0,0,54,2608,AR,SILOAM SPRINGS,72761,RYAN ENGINEERING
2022,S AND H SYSTEMS INC,1,0,0,0,42,7246,AR,JONESBORO,72401,S AND H SYSTEMS
2022,SAINT JEAN INDUSTRIES INC,1,0,0,0,33,8618,AR,HEBER SPRINGS,72543,SAINT JEAN INDUSTRIES
2022,SALINE CLINICS LLC,1,0,1,0,62,1831,AR,BENTON,72015,SALINE CLINICS
2022,SIMMONS PREPARED FOODS INC,1,0,0,0,31,1981,AR,SILOAM SPRINGS,72761,SIMMONS PREPARED FOODS
2022,SIMMONS PREPARED FOODS INC,1,0,5,0,31,3727,AR,SILOAM SPRINGS,72761,SIMMONS PREPARED FOODS
2022,SISSYS LOG CABIN INC,0,0,1,0,44,5164,AR,PINE BLUFF,71603,SISSYS LOG CABIN
2022,SMITH BLAIR INC,1,0,1,0,33,4021,AR,TEXARKANA,71854,SMITH BLAIR
2022,SOUTHERN ARKANSAS UNIV,5,0,3,0,61,7749,AR,MAGNOLIA,71753,SOUTHERN ARKANSAS UNIV
2022,ST BERNARDS HOSPITAL INC D/B/A ST BERNARDS MEDICAL CENTER,1,0,5,0,62,0019,AR,JONESBORO,72401,ST BERNARDS HOSPITAL D/B/A ST BERNARDS MEDICAL CENTER
2022,ST MARY S PHYSICIAN SERVICES LLC,3,0,0,0,62,9626,AR,RUSSELLVILLE,72801,ST MARY S PHYSICIAN SERVICES
2022,ST VINCENT INFIRMARY MEDICAL CENTE,14,0,9,2,62,6917,AR,LITTLE ROCK,72205,ST VINCENT INFIRMARY MEDICAL CENTE
2022,ST VINCENT MEDICAL GROUP,3,0,6,0,62,0696,AR,LITTLE ROCK,72205,ST VINCENT MEDICAL GROUP
2022,STATE OF ARKANSAS ARKANSAS SCT ADMINISTRATIVE OFFICE OF THE COURTS,0,0,3,0,92,7443,AR,LITTLE ROCK,72201,STATE OF ARKANSAS ARKANSAS SCT ADMINISTRATIVE OFFICE OF THE COURTS
2022,STEPPING STONE PEDIATRIC THERAPY,9,0,1,0,62,5530,AR,N LITTLE ROCK,72116,STEPPING STONE PEDIATRIC THERAPY
2022,SYSTEMS PLANT SERVICES INC DBA THE SYSTEMS GROUP,1,0,1,0,23,7684,AR,EL DORADO,71730,SYSTEMS PLANT SERVICES THE SYSTEMS GROUP
2022,TECSOURCE INTERNATIONAL LLC,2,0,0,0,54,9694,AR,N LITTLE ROCK,72113,TECSOURCE INTERNATIONAL
2022,THOMAS ENGINEERING COMPANY INC,2,0,5,0,54,6004,AR,NORTH LITTLE ROCK,72116,THOMAS ENGINEERING COMPANY
2022,TRST LLC,0,0,1,0,51,7639,AR,FAYETTEVILLE,72701,TRST
2022,TYSON FOODS INC,8,0,17,0,31,5165,AR,SPRINGDALE,72762,TYSON FOODS
2022,UNIQUE LOGIC SOLUTIONS INC,4,1,1,0,54,9918,AR,BENTONVILLE,72712,UNIQUE LOGIC SOLUTIONS
2022,UNIQUE SERVICES ASSOCIATES INC,2,0,1,0,61,0761,AR,MAUMELLE,72113,UNIQUE SERVICES ASSOCIATES
2022,UNITY HEALTH WHITE COUNTY PHYSICIAN GROUP,0,0,2,0,62,3218,AR,SEARCY,72143,UNITY HEALTH WHITE COUNTY PHYSICIAN GROUP
2022,UNIV OF AR FORT SMITH,1,0,2,0,61,4794,AR,FORT SMITH,72904,UNIV OF AR FORT SMITH
2022,UNIV OF AR PINE BLUFF,3,0,5,0,61,0030,AR,PINE BLUFF,71601,UNIV OF AR PINE BLUFF
2022,UNIV OF ARK DIV OF AGRICULTURE,7,0,7,0,54,2458,AR,LITTLE ROCK,72204,UNIV OF ARK DIV OF AGRICULTURE
2022,UNIV OF ARK PULASKI TECH COLLEGE,19,2,6,0,61,,AR,NORTH LITTLE ROCK,72118,UNIV OF ARK PULASKI TECH COLLEGE
2022,UNIV OF ARKANSAS AT LITTLE ROCK,3,1,3,0,61,6904,AR,LITTLE ROCK,72204,UNIV OF ARKANSAS AT LITTLE ROCK
2022,UNIV OF ARKANSAS AT MONTICELLO,2,0,1,0,61,8509,AR,MONTICELLO,71656,UNIV OF ARKANSAS AT MONTICELLO
2022,UNIV OF ARKANSAS FOR MEDICAL SCIEN,50,0,76,1,61,6242,AR,LITTLE ROCK,72205,UNIV OF ARKANSAS FOR MEDICAL SCIEN
2022,UNIV OF CENTRAL AR,4,0,6,0,61,1828,AR,CONWAY,72035,UNIV OF CENTRAL AR
2022,UNIVERSITY OF ARKANSAS,23,0,19,3,61,3252,AR,FAYETTEVILLE,72701,UNIVERSITY OF ARKANSAS
2022,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,1,0,0,0,11,6242,AR,LITTLE ROCK,72205,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES
2022,UNIVERSITY OF THE OZARKS,1,0,0,0,61,6867,AR,CLARKSVILLE,72830,UNIVERSITY OF THE OZARKS
2022,USA SOFT SYSTEMS LLC,26,0,37,1,54,2856,AR,BENTONVILLE,72712,USA SOFT SYSTEMS
2022,USABLE MUTUAL INSURANCE CO DBA ARK,2,0,5,0,52,6428,AR,LITTLE ROCK,72201,USABLE MUTUAL INSURANCE CO ARK
2022,VOLKERT INC,3,0,5,0,54,7014,AR,FAYETTEVILLE,72701,VOLKERT
2022,VRPRO IT LLC,16,0,13,0,54,5605,AR,LITTLE ROCK,72201,VRPRO IT
2022,WAL MART ASSOCIATES INC,0,0,1,0,99,4409,AR,BENTONVILLE,72716,WAL MART ASSOCIATES
2022,WAL MART ASSOCIATES INC,0,0,1,0,45,4440,AR,BENTONVILLE,72716,WAL MART ASSOCIATES
2022,WAL MART ASSOCIATES INC,392,2,2259,15,45,4409,AR,BENTONVILLE,72716,WAL MART ASSOCIATES
2022,WAL MART ASSOCIATES INC,0,0,3,0,99,4722,AR,BENTONVILLE,72716,WAL MART ASSOCIATES
2022,WAL MART ASSOCIATES INC,6,1,16,0,54,4409,AR,BENTONVILLE,72716,WAL MART ASSOCIATES
2022,WAL MART ASSOCIATES INC,0,0,1,0,99,7500,AR,BENTONVILLE,72716,WAL MART ASSOCIATES
2022,WAL MART ASSOCIATES INC,0,0,1,0,45,4404,AR,BENTONVILLE,72716,WAL MART ASSOCIATES
2022,WALTON ENTERPRISES LLC,0,0,1,0,54,5434,AR,BENTONVILLE,72712,WALTON ENTERPRISES
2022,WASHINGTON REGIONAL MEDICAL SYSTEM,0,0,1,0,62,4686,AR,FAYETTEVILLE,72703,WASHINGTON REGIONAL MEDICAL SYSTEM
2022,WELSPUN PIPES INC,0,0,1,0,33,7813,AR,LITTLE ROCK,72206,WELSPUN PIPES
2022,WHITE RIVER HEALTH SYSTEM INC D/B/A WHITE RIVER MEDICAL CTR,2,0,1,0,62,1459,AR,BATESVILLE,72501,WHITE RIVER HEALTH SYSTEM D/B/A WHITE RIVER MEDICAL CTR
2022,1 TO 1 THERAPIES INC,3,0,5,1,62,1480,CA,TORRANCE,90505,1 TO 1 THERAPIES
2022,"1 WORLD EDUCATION, INC.",5,0,14,2,61,1468,CA,LOS ANGELES,90056,"1 WORLD EDUCATION,."
2022,10 FOLD COMMUNICATIONS INC,1,0,2,0,54,8409,CA,WALNUT CREEK,94596,10 FOLD COMMUNICATIONS
2022,100MS INC,2,0,0,0,51,3914,CA,NEWARK,94560,100MS
2022,100PLUS INC,0,0,1,0,56,0014,CA,SAN FRANCISCO,94105,100PLUS
2022,10X GENOMICS INC,27,0,78,1,54,4458,CA,PLEASANTON,94588,10X GENOMICS
2022,120 DEGREEZ ENGINEERING,44,1,121,1,54,0643,CA,EL SEGUNDO,90245,120 DEGREEZ ENGINEERING
2022,15FIVE INC,2,0,1,0,54,2755,CA,SAN FRANCISCO,94123,15FIVE
2022,1661 INC D/B/A GOAT,3,0,8,0,45,1406,CA,LOS ANGELES,90018,1661 D/B/A GOAT
2022,1BYONE PRODUCTS INC,2,0,0,0,42,4817,CA,ONTARIO,91761,1BYONE PRODUCTS
2022,1LIFE HEALTHCARE INC,5,0,2,0,62,7204,CA,SAN FRANCISCO,94111,1LIFE HEALTHCARE
2022,1NTEGER LLC D/B/A KHARON,0,0,2,0,51,6378,CA,SANTA MONICA,90403,1NTEGER D/B/A KHARON
2022,1PERFECTCHOICE,0,0,2,0,42,0454,CA,WALNUT,91789,1PERFECTCHOICE
2022,2 7 AUGUST APPAREL INC,0,0,1,0,99,9873,CA,LOS ANGELES,90007,2 7 AUGUST APPAREL
2022,2 CUBE GLOBAL INC,1,0,0,0,48,3012,CA,ONTARIO,91761,2 CUBE GLOBAL
2022,2010 OFFICE FURNITURE INC,0,0,2,0,44,8418,CA,SOUTH EL MONTE,91733,2010 OFFICE FURNITURE
2022,21 STAFF LLC,3,0,10,1,54,3144,CA,PLEASANTON,94588,21 STAFF
2022,23ANDME INC,6,0,12,0,62,7371,CA,SUNNYVALE,94086,23ANDME
2022,24 7 AI INC,4,0,15,0,54,9939,CA,CAMPBELL,95008,24 7 AI
2022,2DREAM INC,13,3,19,1,54,1173,CA,PLEASANTON,94566,2DREAM
2022,2GO PRODUCTS LLC,1,0,0,0,45,2270,CA,SAN DIEGO,92122,2GO PRODUCTS
2022,2K GAMES INC,3,0,9,0,51,1726,CA,NOVATO,94949,2K GAMES
2022,2M ARCHITECTURE,5,0,10,0,54,2966,CA,SAN FRANCISCO,94110,2M ARCHITECTURE
2022,2ND STREET USA INC,2,0,3,0,45,4581,CA,LOS ANGELES,90046,2ND STREET
2022,3 KEY CONSULTING INC,8,0,5,0,54,6073,CA,SIMI VALLEY,93063,3 KEY CONSULTING
2022,317 LABS INC DBA EMOTIVE,1,0,2,0,54,1122,CA,SAN JOSE,95154,317 LABS EMOTIVE
2022,360 DEGREE CUSTOMER INC,0,0,6,0,62,2463,CA,SANTA CLARA,95054,360 DEGREE CUSTOMER
2022,3D ACCESS INC,1,0,0,0,54,9629,CA,FREMONT,94539,3D ACCESS
2022,3D INTERNATIONAL LLC,0,0,2,0,32,9239,CA,SANTA CLARITA,91350,3D INTERNATIONAL
2022,3DEO INC,1,0,2,0,33,1081,CA,TORRANCE,90505,3DEO
2022,3DNA CORP D/B/A NATIONBUILDER,2,0,3,0,54,5659,CA,LOS ANGELES,90017,3DNA CORP D/B/ATIONBUILDER
2022,3K TECHNOLOGIES LLC,19,0,17,1,54,4148,CA,MILPITAS,95035,3K TECHNOLOGIES
2022,3PL CENTRAL LLC,4,0,1,0,51,0242,CA,EL SEGUNDO,90245,3PL CENTRAL
2022,3QI LABS INC,0,0,4,0,54,7533,CA,SANTA CLARA,95054,3QI LABS
2022,3S NETWORK INC,7,0,6,1,54,9275,CA,TUSTIN,92780,3S NETWORK
2022,4 AI SOFT LLC,0,0,1,0,51,3186,CA,CYPRESS,90630,4 AI SOFT
2022,4 S T E L ENGINEERING INC,9,0,1,0,54,2721,CA,MISSION VIEJO,92691,4 S T E L ENGINEERING
2022,41ST PARAMETER INC,2,0,18,0,51,8748,CA,COSTA MESA,92626,41ST PARAMETER
2022,4TH DIMENSION EMR INC,1,0,3,0,54,0968,CA,SAN DIEGO,92122,4TH DIMENSION EMR
2022,5 DESIGN INC DBA 5+ DESIGN,1,0,12,0,54,7437,CA,HOLLYWOOD,90038,5 DESIGN 5+ DESIGN
2022,5DLIGHT INC,1,0,0,0,42,4899,CA,ONTARIO,91764,5DLIGHT
2022,6BLU INC.,1,0,0,0,54,1307,CA,CITY OF INDUSTRY,91746,6BLU.
2022,6D BYTES INC D/B/A BLENDID,0,0,3,0,54,8517,CA,SUNNYVALE,94085,6D BYTES D/B/A BLENDID
2022,6SENSE INSIGHTS INC,3,0,26,0,51,7906,CA,SAN FRANCISCO,94105,6SENSE INSIGHTS
2022,6SENSE INSIGHTS INC,0,0,1,0,51,7909,CA,SAN FRANCISCO,94105,6SENSE INSIGHTS
2022,8 MINUTE SOLAR ENERGY LLC,6,0,9,1,23,4910,CA,EL DORADO HILLS,95762,8 MINUTE SOLAR ENERGY
2022,85SIXTY,0,0,8,0,54,6132,CA,DEL MAR,92014,85SIXTY
2022,88RISING INC,1,0,0,0,71,0631,CA,LOS ANGELES,90038,88RISING
2022,8X8 INC,1,0,25,0,51,2404,CA,CAMPBELL,95008,8X8
2022,9920 MGMT LLC,0,0,1,0,72,8011,CA,EL MONTE,91731,9920 MGMT
2022,9EDGE INC,1,0,6,0,54,6205,CA,SANTA ANA,92707,9EDGE
2022,9TO5 SEATING LLC,0,0,1,0,33,0624,CA,HAWTHORNE,90250,9TO5 SEATING
2022,A & B HOME GROUP INC,0,0,1,0,42,8552,CA,RANCHO CUCAMONGA,91730,A & B HOME GROUP
2022,"A & C TRADE CONSULTANTS, INC.",1,0,0,0,42,1158,CA,BURLINGAME,94010,"A & C TRADE CONSULTANTS,."
2022,A & J CAPITAL INC,1,0,2,0,52,3630,CA,ALHAMBRA,91803,A & J CAPITAL
2022,A 1 HEALTHCARE MANAGEMENT,1,0,0,0,62,6821,CA,HUNTINGTON BEACH,92649,A 1 HEALTHCARE MANAGEMENT
2022,A 1 JAYS MACHINING INC,1,0,1,0,33,2441,CA,SAN JOSE,95131,A 1 JAYS MACHINING
2022,A 1 REHAB & RECRUITMENT SVCS INC,2,0,6,0,62,8063,CA,FAIRFIELD,94534,A 1 REHAB & RECRUITMENT SVCS
2022,A C KINGS LLC,2,0,4,0,54,9825,CA,NEWPORT BEACH,92660,A C KINGS
2022,A CST GROUP INC DBA DYNASEL USA,1,0,0,0,23,9238,CA,SANTA CLARA,95054,A CST GROUP DYNASEL
2022,A I PORTFOLIO INC,1,0,3,1,54,8274,CA,MILPITAS,95035,A I PORTFOLIO
2022,A MEDIUM CORPORATION,1,0,1,0,99,8864,CA,SAN FRANCISCO,94103,A MEDIUM CORPORATION
2022,A PLUS EDUCATION INC,0,0,1,0,61,5555,CA,SAN GABRIEL,91776,A PLUS EDUCATION
2022,A S GILL DENTAL CORP DBA GILL FAMILY DENTISTRY,3,0,0,0,62,7310,CA,MODESTO,95355,A S GILL DENTAL CORP GILL FAMILY DENTISTRY
2022,A STAR PARTNERS LLC,0,0,1,0,52,0022,CA,SAN FRANCISCO,94129,A STAR PARTNERS
2022,A TEAM LOGISTICS GROUP INC,6,0,10,0,54,1893,CA,CITY OF INDUSTRY,91789,A TEAM LOGISTICS GROUP
2022,A U VISTA INC,1,0,0,0,33,9171,CA,IRVINE,92618,A U VISTA
2022,A&N GROUP INC,25,1,116,0,54,6261,CA,COSTA MESA,92626,A&N GROUP
2022,A10 NETWORKS INC,6,0,26,2,54,6869,CA,SAN JOSE,95131,A10 NETWORKS
2022,A3 BY AIRBUS LLC,0,0,1,0,44,0083,CA,SUNNYVALE,94086,A3 BY AIRBUS
2022,A3 BY AIRBUS LLC,1,0,0,0,33,0083,CA,SUNNYVALE,94086,A3 BY AIRBUS
2022,A52 LLC D B A ELASTIC,0,0,2,0,51,4576,CA,SANTA MONICA,90404,A52 D B A ELASTIC
2022,AAA CAPITAL INVESTMENT INC,1,0,0,1,52,2314,CA,ALHAMBRA,91801,AAA CAPITAL INVESTMENT
2022,AAA TEXAS LLC,0,0,19,0,56,4740,CA,COSTA MESA,92626,AAA TEXAS
2022,AAC GLASS INC,0,0,1,0,23,1311,CA,HAYWARD,94544,AAC GLASS
2022,AADI SUBSIDIARY INC DBA AADI BIOSCIENCE INC,0,0,2,0,32,6176,CA,PACIFIC PALISADES,90272,AADI SUBSIDIARY AADI BIOSCIENCE
2022,AAKASH INC DBA PARK CENTRAL CARE AND REHAB CENTER,0,0,1,0,62,6884,CA,FREMONT,94536,AAKASH PARK CENTRAL CARE AND REHAB CENTER
2022,AAPPAKADAI INC,3,0,0,0,72,9313,CA,SUNNYVALE,94087,AAPPAKADAI
2022,AAREN SCIENIFIC INC,0,0,1,0,33,4077,CA,ONTARIO,91761,AAREN SCIENIFIC
2022,AARRCAD INC,14,0,1,0,54,9089,CA,SUNNYVALE,94085,AARRCAD
2022,AAT BIOQUEST INC,5,0,3,0,54,1292,CA,SUNNYVALE,94085,AAT BIOQUEST
2022,AAXA TECHNOLOGIES INC,0,0,2,0,33,3275,CA,IRVINE,92614,AAXA TECHNOLOGIES
2022,AAXIS GROUP CORP,10,0,51,1,54,6463,CA,LOS ANGELES,90067,AAXIS GROUP CORP
2022,"AB OVO, INC.",5,0,63,3,54,3754,CA,SANTA CLARA,95051,"AB OVO,."
2022,AB STAR GROUP,5,0,5,1,54,6098,CA,FREMONT,94538,AB STAR GROUP
2022,AB WELDING INC,4,0,4,0,33,3500,CA,FRESNO,93727,AB WELDING
2022,ABA INDUSTRY INC,1,0,1,0,42,8162,CA,CARSON,90746,ABA INDUSTRY
2022,ABACUS AI INC,9,0,6,1,54,7021,CA,SAN FRANCISCO,94103,ABACUS AI
2022,ABACUS DATA SYSTEMS INC,25,1,47,0,51,6438,CA,SAN DIEGO,92121,ABACUS DATA SYSTEMS
2022,ABACUS DATA SYSTEMS INC,28,11,23,3,54,6438,CA,SAN DIEGO,92121,ABACUS DATA SYSTEMS
2022,ABACUS FINANCIAL SERVICES INC,0,0,3,0,52,8340,CA,FREMONT,94539,ABACUS FINANCIAL SERVICES
2022,ABACUS IT INC,1,0,1,0,54,1838,CA,WEST HOLLYWOOD,90069,ABACUS IT
2022,ABADJIS SYSTEMS LTD DBA ASLPM,4,0,0,0,54,1536,CA,BONITA,91902,ABADJIS SYSTEMS LTD ASLPM
2022,ABBYSON LIVING LLC,0,0,1,0,42,3893,CA,CALABASAS,91302,ABBYSON LIVING
2022,ABD INSURANCE AND FINANCIAL SERVICES INC,1,0,5,0,52,3528,CA,SAN FRANCISCO,94111,ABD INSURANCE AND FINANCIAL SERVICES
2022,ABENA NORTH AMERICA INC,0,0,1,0,32,5079,CA,MARINA DEL REY,90292,ABENA NORTH AMERICA
2022,ABERDEEN CAPTIONING INC,2,1,8,0,51,3867,CA,RANCHO SANTA MARGARI,92688,ABERDEEN CAPTIONING
2022,ABINFOTECHNOLOGIES LLC,2,0,3,0,54,0337,CA,SANTA CLARITA,91350,ABINFOTECHNOLOGIES
2022,ABIOSCIENCES INC,6,0,10,0,54,9598,CA,SOUTH SAN FRANCISCO,94080,ABIOSCIENCES
2022,ABJAYON INC,3,1,6,1,54,3929,CA,FREMONT,94538,ABJAYON
2022,ABLE AI INC,0,0,1,0,54,2231,CA,SAN FRANCISCO,94104,ABLE AI
2022,ABM INDUSTRIES INCORPORATED,1,0,3,0,54,9354,CA,TUSTIN,92780,ABM INDUSTRIESORPORATED
2022,ABNORMAL SECURITY CORPORATION,4,0,12,0,54,5983,CA,SAN FRANCISCO,94107,ABNORMAL SECURITY CORPORATION
2022,ABOTTS CONSULTING INC,13,0,20,0,54,5920,CA,IRVINE,92606,ABOTTS CONSULTING
2022,ABOVE AND BEYOND CARE PROVIDERS,1,0,0,0,62,1090,CA,DIAMOND BAR,91789,ABOVE AND BEYOND CARE PROVIDERS
2022,ABOVE GRADE ENGINEERING INC,21,1,74,1,54,1091,CA,SAN LUIS OBISPO,93401,ABOVE GRADE ENGINEERING
2022,ABRA INNOVATIONS INC,7,0,17,1,54,9647,CA,SAN FRANCISCO,94102,ABRA INNOVATIONS
2022,ABRACON HOLDINGS LLC DBA ABRACON L,0,0,1,0,33,6041,CA,LAGUNA HILLS,92653,ABRACON HOLDINGS ABRACON L
2022,ABRACON LLC,1,0,3,0,33,5033,CA,LAGUNA HILLS,92653,ABRACON
2022,ABSOLUTDATA TECHNOLOGIES INC,1,0,7,1,54,6420,CA,ALAMEDA,94502,ABSOLUTDATA TECHNOLOGIES
2022,ABSOLUTE SECURITY INTL INC DBA ABS,1,0,0,0,56,7797,CA,EL MONTE,91731,ABSOLUTE SECURITY INTL ABS
2022,ABTIVAN CORPORATION,0,0,1,0,42,6952,CA,ONTARIO,91762,ABTIVAN CORPORATION
2022,ABV ELECTRONICS INC DBA SIENNA CORPORATION,0,0,2,0,33,3902,CA,FREMONT,94538,ABV ELECTRONICS SIENNA CORPORATION
2022,ABVEN SERVICES INC,2,0,3,0,54,3231,CA,PALO ALTO,94301,ABVEN SERVICES
2022,ABZENA SAN DIEGO INC,0,0,1,0,54,1905,CA,SAN DIEGO,92121,ABZENA SAN DIEGO
2022,ABZOOBA INC,6,0,8,0,54,0116,CA,MILPITAS,95035,ABZOOBA
2022,AC MARTIN INC,0,0,3,0,54,9769,CA,LOS ANGELES,90071,AC MARTIN
2022,AC PROPULSION INC,3,0,1,0,33,0001,CA,SAN DIMAS,91773,AC PROPULSION
2022,ACACIA NPU INC DBA CATER2 ME,1,0,0,0,72,5079,CA,SAN FRANCISCO,94108,ACACIA NPU CATER2 ME
2022,ACADEMIA INC,3,0,6,0,61,8149,CA,SAN FRANCISCO,94104,ACADEMIA
2022,ACCEL ROBOTICS CORP,0,0,1,0,54,9167,CA,SAN DIEGO,92123,ACCEL ROBOTICS CORP
2022,"ACCELAGEN, INC.",0,0,3,0,54,8681,CA,SAN DIEGO,92121,"ACCELAGEN,."
2022,ACCELERANT SOFTWARE INC,2,0,8,0,54,3402,CA,FOOTHILL RANCH,92610,ACCELERANT SOFTWARE
2022,ACCELL GLOBAL RISK SOLUTIONS INC,3,0,8,0,54,3229,CA,SAN JOSE,95113,ACCELL GLOBAL RISK SOLUTIONS
2022,ACCELLION USA LLC,0,0,1,0,51,0328,CA,PALO ALTO,94303,ACCELLION
2022,ACCELON INC,1,0,0,0,54,5462,CA,ENCINO,91426,ACCELON
2022,ACCELURA CORPORATION,2,0,5,0,54,4109,CA,TORRANCE,90501,ACCELURA CORPORATION
2022,"ACCESS INDUSTRIAL AUTOMATION, INC.",1,0,0,0,23,5180,CA,CERES,95307,"ACCESS INDUSTRIAL AUTOMATION,."
2022,ACCESS PSYCHOLOGY SERVICES PC,4,0,13,0,62,4669,CA,SAN DIEGO,92101,ACCESS PSYCHOLOGY SERVICES PC
2022,ACCRETE HITECH SOLUTIONS INC,2,0,3,0,54,4350,CA,SANTA CLARA,95054,ACCRETE HITECH SOLUTIONS
2022,ACCRUALIFY INC,3,0,2,0,54,4790,CA,SAN MATEO,94401,ACCRUALIFY
2022,ACCURATE BACKGROUND LLC,0,0,9,0,51,6904,CA,IRVINE,92618,ACCURATE BACKGROUND
2022,ACCURATE CLINICAL LABORATORY CORP,1,0,1,0,62,9988,CA,WALNUT,91789,ACCURATE CLINICAL LABORATORY CORP
2022,ACCURATE ENGINEERING INC,0,0,2,0,33,4942,CA,SUN VALLEY,91352,ACCURATE ENGINEERING
2022,ACCURATE SOURCE COM INC,0,0,1,0,56,1970,CA,PLACENTIA,92870,ACCURATE SOURCE COM
2022,ACCURAY INCORPORATED,0,0,2,0,33,0041,CA,SUNNYVALE,94089,ACCURAYORPORATED
2022,ACCUTAX SERVICES INC,0,0,1,0,54,1386,CA,EL MONTE,91731,ACCUTAX SERVICES
2022,ACE TECHNOLOGIES INC,0,0,30,0,54,2576,CA,SAN JOSE,95131,ACE TECHNOLOGIES
2022,ACE3 GROUP LLC,1,0,0,0,54,9528,CA,GRANADA HILLS,91344,ACE3 GROUP
2022,ACEE INTERNATIONAL EDUCATION INC,0,0,1,0,61,7111,CA,BREA,92821,ACEE INTERNATIONAL EDUCATION
2022,ACELLENT TECHNOLOGIES INC,24,2,8,0,54,7143,CA,SUNNYVALE,94085,ACELLENT TECHNOLOGIES
2022,ACEM LLC,2,0,0,0,53,4436,CA,PASADENA,91101,ACEM
2022,ACER AMERICA CORPORATION,0,0,1,0,33,7736,CA,SAN JOSE,95112,ACER AMERICA CORPORATION
2022,ACES 2020 LLC,1,0,2,0,62,3047,CA,SAN DIEGO,92103,ACES 2020
2022,ACG LLP,1,0,5,0,54,2404,CA,PLEASANTON,94588,ACG LLP
2022,ACHATES POWER INC,1,0,0,0,33,0133,CA,SAN DIEGO,92121,ACHATES POWER
2022,ACHIEVEKIDS,1,0,1,0,61,2221,CA,PALO ALTO,94303,ACHIEVEKIDS
2022,ACHIEVEMENT ENGINEERING CORP,0,0,1,0,54,5543,CA,SAN JOSE,95131,ACHIEVEMENT ENGINEERING CORP
