Fiscal Year,Employer,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial,NAICS,Tax ID,State,City,ZIP,Cleaned Employer Name,LinkedIn ID
2022,HEADWAY TECHNOLOGIES INC,15,0,41,0,33,9145,CA,MILPITAS,95035,HEADWAY TECHNOLOGIES,
2022,HEALING HANDS VETS INC DBA SAND CA,5,0,10,1,54,7204,CA,CANYON COUNTRY,91387,HEALING HANDS VETS SAND CA,
2022,HEALTH ADE LLC,11,0,6,0,54,2802,CA,TORRANCE,90501,HEALTH ADE,
2022,HEALTH GORILLA INC,11,0,12,1,54,6239,CA,MOUNTAIN VIEW,94040,HEALTH GORILLA,
2022,HEALTH GROUP MANAGEMENT LLC,3,0,12,1,54,5795,CA,LAGUNA BEACH,92651,HEALTH GROUP MANAGEMENT,
2022,HEALTHCARE FOUNDRY LLC,1,0,5,0,54,5077,CA,SAN FRANCISCO,94104,HEALTHCARE FOUNDRY,
2022,HEARTFLOW INC,0,1,8,0,33,6743,CA,MOUNTAIN VIEW,94041,HEARTFLOW,
2022,HEAT WAVES COLLECTIVE LLC,11,0,5,0,54,8350,CA,LOS ANGELES,90039,HEAT WAVES COLLECTIVE,
2022,HELIX ELECTRIC INC,0,0,5,0,23,4909,CA,SAN DIEGO,92121,HELIX ELECTRIC,
2022,HELIX ELECTRIC INC,25,0,142,3,54,4909,CA,SAN DIEGO,92121,HELIX ELECTRIC,
2022,HERBALIFE INTERNATIONAL OF AMERICA,0,0,36,0,32,4565,CA,TORRANCE,90502,HERBALIFE INTERNATIONAL OF AMERICA,
2022,HERITAGE PROVIDER NETWORK INC,1,0,5,1,62,2920,CA,NORTHRIDGE,91325,HERITAGE PROVIDER NETWORK,
2022,HERMES MICROVISION INC,20,0,54,6,33,8548,CA,SAN JOSE,95134,HERMES MICROVISION,
2022,HERRERO BUILDERS INCORORATED,1096,6,1136,13,54,2904,CA,SAN FRANCISCO,94124,HERRERO BUILDERSORORATED,
2022,HEYGEARS INC,6,0,5,1,54,9661,CA,IRVINE,92614,HEYGEARS,
2022,HG TRADERS LLC DBA HYGLOBAL TECH,4,0,7,0,54,9544,CA,IRVINE,92614,HG TRADERS HYGLOBAL TECH,
2022,HI LLC,2,0,5,0,54,8176,CA,LOS ANGELES,90036,HI,
2022,HI REL PLASTICS MOLDING CORPORATION,5,0,13,0,32,4130,CA,RIVERSIDE,92504,HI REL PLASTICS MOLDING CORPORATION,
2022,HIGHNOTE PLATFORM INC,0,0,6,1,52,2649,CA,SAN FRANCISCO,94104,HIGHNOTE PLATFORM,
2022,HIGHWIRE PUBLIC RELATIONS INC,2,0,20,0,54,6742,CA,SAN FRANCISCO,94111,HIGHWIRE PUBLIC RELATIONS,
2022,HIKINO ASSOCIATES LLC DBA INTELESE,6,0,9,0,54,1702,CA,FREMONT,94538,HIKINO ASSOCIATES INTELESE,
2022,HILMAR CHEESE COMPANY INC,1,0,7,0,31,6482,CA,HILMAR,95324,HILMAR CHEESE COMPANY,
2022,HIMS INC,0,0,5,0,44,8388,CA,SAN FRANCISCO,94123,HIMS,
2022,HINGE HEALTH INC,7,0,27,0,62,4841,CA,SAN FRANCISCO,94105,HINGE HEALTH,
2022,HIPPO EMPLOYEE SERVICES INC DBA HIPPO INSURANCE,0,0,19,0,52,503,CA,PALO ALTO,84301,HIPPO EMPLOYEE SERVICES HIPPO INSURANCE,
2022,HIRECT ONE INC DBA HIRECT,7,0,52,2,51,6501,CA,SAN FRANCISCO,94107,HIRECT ONE HIRECT,
2022,HIRSCH BEDNER & ASSOCIATES,0,0,6,0,54,5057,CA,SANTA MONICA,90404,HIRSCH BEDNER & ASSOCIATES,
2022,HITACHI AMERICA LTD,2,0,11,0,42,6069,CA,SANTA CLARA,95054,HITACHI AMERICA LTD,
2022,HITACHI SOLUTIONS AMERICA LTD,8,0,30,0,54,7998,CA,IRVINE,92618,HITACHI SOLUTIONS AMERICA LTD,
2022,HITACHI VANTARA LLC,1,0,13,1,54,6490,CA,SANTA CLARA,95054,HITACHI VANTARA,
2022,HITACHI VANTARA LLC,69,1,201,6,54,8448,CA,SANTA CLARA,95054,HITACHI VANTARA,
2022,HOMELIGHT INC,0,0,16,0,54,8779,CA,SAN FRANCISCO,94111,HOMELIGHT,
2022,HONDA RESEARCH INSTITUTE USA INC,13,0,30,0,54,3217,CA,SAN JOSE,95134,HONDA RESEARCH INSTITUTE,
2022,HONEYCOMBDATA INC,1,0,5,0,51,8944,CA,SANTA CLARA,95054,HONEYCOMBDATA,
2022,HONORED TECHNOLOGIES INC,19,0,161,2,54,5727,CA,SAN FRANCISCO,94104,HONORED TECHNOLOGIES,
2022,HONOUR LANE LOGISTICS USA INC,0,1,6,1,54,7653,CA,CITY OF INDUSTRY,91748,HONOUR LANE LOGISTICS,
2022,HORIZON ROBOTICS INC,5,0,5,0,51,9974,CA,CUPERTINO,95014,HORIZON ROBOTICS,
2022,HORNBLOWER GROUP INC,5,0,5,1,71,564,CA,SAN FRANCISCO,94111,HORNBLOWER GROUP,
2022,HOT TOPIC INC,0,0,9,0,31,8182,CA,CITY INDUSTRY,91748,HOT TOPIC,
2022,HOTTA LIESENBERG SAITO LLP,12,0,32,0,54,3575,CA,TORRANCE,90502,HOTTA LIESENBERG SAITO LLP,
2022,HOTWIRE INC,2,0,8,0,51,8016,CA,SAN FRANCISCO,94104,HOTWIRE,
2022,HOULIHAN LOKEY INC,10,0,54,1,52,395,CA,LOS ANGELES,90067,HOULIHAN LOKEY,
2022,HOUSE OF COHIT INC,0,0,7,0,54,371,CA,LOS ANGELES,90048,HOUSE OF COHIT,
2022,HOUSTON INDEPENDENT SCHOOL DISTRIC,28,0,58,0,61,1255,CA,HOUSTON,47092,HOUSTON INDEPENDENT SCHOOL DISTRIC,
2022,HOUZZ INC,6,0,34,0,54,3304,CA,PALO ALTO,94301,HOUZZ,
2022,HOVER INC,2,0,8,1,51,7776,CA,SAN FRANCISCO,94104,HOVER,
2022,HPA INC,4,0,5,0,54,7721,CA,IRVINE,92612,HPA,
2022,HS SOLUTIONS INC,6,1,15,2,54,6655,CA,SAN RAMON,94583,HS SOLUTIONS,
2022,HSA AND ASSOCIATES INC,2,1,5,1,54,1783,CA,WEST COVINA,91790,HSA AND ASSOCIATES,
2022,HSM ENTERPRISES INC DBA UTILITY REFRIGERATOR,0,0,10,0,33,3235,CA,NORTH HOLLYWOOD,91605,HSM ENTERPRISES UTILITY REFRIGERATOR,
2022,HTN WIRELESS INC,5,0,7,0,54,1525,CA,LAGUNA HILLS,92653,HTN WIRELESS,
2022,HUGHESUMBANHOWAR ARCHITECTS DBA HUUM,5,0,7,0,54,1534,CA,LOS ANGELES,90291,HUGHESUMBANHOWAR ARCHITECTS HUUM,
2022,HULU LLC INDIRECT SUBSIDIARY OF TH,22,0,58,0,51,9769,CA,SANTA MONICA,90404,HULU INDIRECT SUBSIDIARY OF TH,
2022,HULU SERVICES CO LLC INDIRECT SUBSIDIARY OF THE WALT DISNEY COMPANY,0,0,7,0,51,511,CA,SANTA MONICA,90404,HULU SERVICES CO INDIRECT SUBSIDIARY OF THE WALT DISNEY COMPANY,
2022,HUMANE INC,0,0,8,0,54,7854,CA,SAN FRANCISCO,94107,HUMANE,
2022,HUMU INC,3,0,9,0,54,8887,CA,MOUNTAIN VIEW,94041,HUMU,
2022,HYGIENA LLC,6,0,20,4,33,2976,CA,CAMARILLO,93012,HYGIENA,
2022,HYPERLOOP TECHNOLOGIES INC DBA VIR,3,0,30,1,54,3421,CA,LOS ANGELES,90021,HYPERLOOP TECHNOLOGIES VIR,
2022,HYPERTRACK INC,5,0,17,0,54,4347,CA,BERKELEY,94708,HYPERTRACK,
2022,HYUNDAI AUTOEVER AMERICA LLC,0,0,17,0,51,1094,CA,FOUNTAIN VALLEY,92708,HYUNDAI AUTOEVER AMERICA,
2022,HYUNDAI AUTOEVER AMERICA LLC,0,0,10,0,99,1094,CA,FOUNTAIN VALLEY,92708,HYUNDAI AUTOEVER AMERICA,
2022,HYUNDAI CAPITAL AMERICA,0,0,6,0,52,9347,CA,NEWPORT BEACH,92660,HYUNDAI CAPITAL AMERICA,
2022,IAN BIRCHALL AND ASSOCIATES,3,0,12,0,54,8528,CA,SAN FRANCISCO,94108,IAN BIRCHALL AND ASSOCIATES,
2022,IBI GROUP A CALIFORNIA PARTNERSHIP,3,0,29,0,54,8721,CA,LOS ANGELES,90013,IBI GROUP A CALIFORNIA PARTNERSHIP,
2022,ICE MORTGAGE TECHNOLOGY INC,50,2,166,4,54,8780,CA,PLEASANTON,94588,ICE MORTGAGE TECHNOLOGY,
2022,ICONIQ CAPITAL LLC,2,0,11,0,52,1766,CA,SAN FRANCISCO,94111,ICONIQ CAPITAL,
2022,ICU MEDICAL INC,5,0,23,0,33,2692,CA,SAN CLEMENTE,92673,ICU MEDICAL,
2022,ICURO LLC,23,0,68,0,54,3058,CA,SANTA CLARA,95054,ICURO,
2022,IDA STRUCTURAL ENGINEERS INC,39,1,44,0,54,3419,CA,OAKLAND,94612,IDA STRUCTURAL ENGINEERS,
2022,IDC CONSULTING ENGINEERS INC,3,0,15,0,54,2076,CA,ANAHEIM,92805,IDC CONSULTING ENGINEERS,
2022,IDC TECHNOLOGIES INC,0,0,6,0,54,7839,CA,MILPITAS,95035,IDC TECHNOLOGIES,
2022,IDEA HELIX INC,4,0,7,0,54,9758,CA,FREMONT,94538,IDEA HELIX,
2022,IDEAON,13,1,12,0,54,360,CA,CONCORD,94520,IDEAON,
2022,IDEAPOKE INC,16,1,72,4,54,4854,CA,MILPITAS,95035,IDEAPOKE,
2022,IDEAYA BIOSCIENCES INC,5,0,30,0,54,8251,CA,SOUTH SAN FRANCISCO,94080,IDEAYA BIOSCIENCES,
2022,IDEMEUM INC,157,7,593,10,54,4670,CA,SUNNYVALE,94085,IDEMEUM,
2022,IDIADA AUTOMOTIVE TECHNOLOGY USA LLC,2,0,24,0,54,6691,CA,ADELANTO,92301,IDIADA AUTOMOTIVE TECHNOLOGY,
2022,IGGENIX INC,7,0,9,0,54,5295,CA,SOUTH SAN FRANCISCO,94080,IGGENIX,
2022,IHEALTH LABS INC,3,0,7,0,33,4152,CA,SAN JOSE,95131,IHEALTH LABS,
2022,IHERB LLC,7,0,5,1,54,7681,CA,PASADENA,91101,IHERB,
2022,ILLUMINA INC,39,0,141,2,33,4655,CA,SAN DIEGO,92122,ILLUMINA,
2022,ILLUMIO INC,16,0,53,1,54,5620,CA,SUNNYVALE,94085,ILLUMIO,
2022,IMEDRIS DATA CORPORATION,0,0,8,0,54,6841,CA,REDLANDS,92373,IMEDRIS DATA CORPORATION,
2022,IMEG CORP,96,0,118,3,54,5628,CA,PASADENA,91101,IMEG CORP,
2022,IMMERSA INC,1,0,6,0,51,5981,CA,PALO ALTO,94301,IMMERSA,
2022,IMMERSLY LLC D/B/A ARRIVANT,4,0,13,0,54,4770,CA,NORTH HOLLYWOOD,91602,IMMERSLY D/B/A ARRIVANT,
2022,IMPACT TECH INC,0,0,5,0,51,226,CA,SANTA BARBARA,93101,IMPACT TECH,
2022,IMPERVA INC,8,0,8,0,54,133,CA,SAN MATEO,94403,IMPERVA,
2022,IMPETUS TECHNOLOGIES INC,9,0,11,1,54,6459,CA,LOS GATOS,95032,IMPETUS TECHNOLOGIES,
2022,IMPLANT DIRECT SYBRON MANUFACTURING LLC,1,0,8,0,33,4768,CA,BREA,92821,IMPLANT DIRECT SYBRON MANUFACTURING,
2022,IMPLY DATA INC,8,0,11,0,54,7198,CA,BURLINGAME,94010,IMPLY DATA,
2022,IMPOSSIBLE FOODS INC,8,0,8,0,54,6939,CA,REDWOOD CITY,94063,IMPOSSIBLE FOODS,
2022,INCEPTIO TECHNOLOGY INC,2,0,10,0,54,4962,CA,FREMONT,94538,INCEPTIO TECHNOLOGY,
2022,INCLUDE AI INC,2,0,7,0,54,9669,CA,SAN FRANCISCO,94109,INCLUDE AI,
2022,INCODE TECHNOLOGIES INC,2,0,12,1,54,5529,CA,SAN FRANCISCO,94105,INCODE TECHNOLOGIES,
2022,INDIE TECHNOLOGIES INC,3,0,12,0,54,4643,CA,SAN FRANCISCO,94103,INDIE TECHNOLOGIES,
2022,INERTIA SYSTEMS INC,7,0,27,0,54,3445,CA,CHULA VISTA,91910,INERTIA SYSTEMS,
2022,INFINEON TECHNOLOGIES AMERICAS COR,9,2,46,0,33,8961,CA,EL SEGUNDO,90245,INFINEON TECHNOLOGIES AMERICAS COR,
2022,INFINEON TECHNOLOGIES LLC,1,0,5,0,33,4983,CA,EL SEGUNDO,90245,INFINEON TECHNOLOGIES,
2022,INFINERA CORPORATION,8,0,38,2,33,433,CA,SAN JOSE,95119,INFINERA CORPORATION,
2022,INFINIGLOBE LLC,11,0,15,0,54,5374,CA,NEWPORT BEACH,92660,INFINIGLOBE,
2022,INFINITE SPECTRUM SOLUTIONS INC,15,0,11,0,54,2357,CA,CARLSBAD,92008,INFINITE SPECTRUM SOLUTIONS,
2022,INFO WAY SOLUTIONS LLC,15,2,11,0,54,4823,CA,FREMONT,94538,INFO WAY SOLUTIONS,
2022,INFOBAHN SOFTWORLD INC,4,0,9,0,54,3897,CA,SAN JOSE,95131,INFOBAHN SOFTWORLD,
2022,INFOBEANS INC,9,0,21,0,54,6911,CA,DANVILLE,94506,INFOBEANS,
2022,INFOBIZ TECHNOLOGIES INC,21,0,81,3,54,9768,CA,TRACY,95377,INFOBIZ TECHNOLOGIES,
2022,INFOGAIN CORPORATION,37,1,72,6,54,773,CA,LOS GATOS,95032,INFOGAIN CORPORATION,
2022,INFOMAGNUS LLC,9,0,10,0,54,6146,CA,HUNTINGTON BEACH,92647,INFOMAGNUS,
2022,INFONEX TECHNOLOGIES INC,8,0,11,0,54,7365,CA,SANTA CLARA,95054,INFONEX TECHNOLOGIES,
2022,INFORMED INC,3,0,5,0,51,8918,CA,SAN FRANCISCO,94107,INFORMED,
2022,INFOSHARE SYSTEMS INC,15,0,30,2,54,1500,CA,MISSION VIEJO,92691,INFOSHARE SYSTEMS,
2022,INFOSTRETCH CORPORATION,9,0,53,5,54,1362,CA,SANTA CLARA,95054,INFOSTRETCH CORPORATION,
2022,INFOSWIFT CORP DBA PACIFIC CORE,67,0,79,0,54,9738,CA,IRVINE,92618,INFOSWIFT CORP PACIFIC CORE,
2022,INGENUITY STUDIOS LLC,2,0,13,0,51,4966,CA,LOS ANGELES,90038,INGENUITY STUDIOS,
2022,INHANCE DIGITAL,6,0,9,1,54,7919,CA,LOS ANGELES,90048,INHANCE DIGITAL,
2022,INHIBRX INC,3,0,5,0,54,7312,CA,LA JOLLA,92037,INHIBRX,
2022,INITIALYZE INC,1,1,9,0,54,7893,CA,SAN RAMON,94582,INITIALYZE,
2022,INMARKET MEDIA LLC,14,1,15,2,54,544,CA,CULVER CITY,90232,INMARKET MEDIA,
2022,INMOBI INC,0,0,7,0,51,3911,CA,SAN FRANCISCO,94107,INMOBI,
2022,INNOMINDS SOFTWARE INC,14,0,25,0,54,6629,CA,SAN JOSE,95131,INNOMINDS SOFTWARE,
2022,INNOPEAK TECH INC,4,0,27,0,54,9305,CA,PALO ALTO,94303,INNOPEAK TECH,
2022,INNOV CORP DBA INNOVATIONSOLUTIONS,6,0,15,0,54,2539,CA,SANTA ANA,92705,INNOV CORP INNOVATIONSOLUTIONS,
2022,INNOVA SOLUTIONS INC,25,0,35,1,54,4791,CA,SANTA CLARA,95054,INNOVA SOLUTIONS,
2022,INNOVACCER INC,6,0,26,0,51,9073,CA,SAN FRANCISCO,94105,INNOVACCER,
2022,INNOVATION LEGAL SVCS P C,5,0,6,0,54,781,CA,LOS ANGELES,90071,INNOVATION LEGAL SVCS P C,
2022,INNOVATIVE ENGINEERING SYSTEMS INC,10,0,10,0,54,3805,CA,BAKERSFIELD,93311,INNOVATIVE ENGINEERING SYSTEMS,
2022,INNOVATIVE PARTNERSHIP GROUP,10,0,11,0,54,2336,CA,LOS ANGELES,90025,INNOVATIVE PARTNERSHIP GROUP,
2022,INNOVIUM INC,8,0,27,0,33,2659,CA,SANTA CLARA,95054,INNOVIUM,
2022,INOGEN,2,0,5,0,54,9359,CA,GOLETA,93117,INOGEN,
2022,INOVAARE CORPORATION,1,0,7,0,54,5479,CA,MILPITAS,95035,INOVAARE CORPORATION,
2022,INSEEGO WIRELESS INC,0,0,8,0,33,4673,CA,SAN DIEGO,92121,INSEEGO WIRELESS,
2022,INSITRO INC,16,1,5,0,54,5443,CA,S SAN FRAN,94080,INSITRO,
2022,INSPIRISYS SOLUTIONS NORTH AMERICA,11,0,9,0,54,2053,CA,SANTA CLARA,95051,INSPIRISYS SOLUTIONS NORTH AMERICA,
2022,INSTABASE INC,4,0,7,0,54,1215,CA,MENLO PARK,94025,INSTABASE,
2022,INSTRUMENTAL SERVICES LLC,11,0,7,2,54,5467,CA,SOUTH SAN FRANCISCO,94080,INSTRUMENTAL SERVICES,
2022,INTEGRAL GROUP INC,0,0,5,0,23,1867,CA,OAKLAND,94612,INTEGRAL GROUP,
2022,INTEL GRIDS INC,1,0,14,0,54,1743,CA,PLEASANTON,94588,INTEL GRIDS,
2022,INTELLECT IT LLC,3,0,6,0,54,651,CA,FOLSOM,95630,INTELLECT IT,
2022,INTELLECTUAL PROPERTY LAW GROUP LLP,1,0,8,1,54,144,CA,SAN JOSE,95126,INTELLECTUAL PROPERTY LAW GROUP LLP,
2022,INTELLIFLUX CONTROLS INC,31,0,38,0,54,5334,CA,NEWPORT BEACH,92660,INTELLIFLUX CONTROLS,
2022,INTELLIGENTTAG INC,5,0,7,0,54,1218,CA,SAN CLEMENTE,92673,INTELLIGENTTAG,
2022,INTELLIMIZE INC,1,0,5,1,54,6846,CA,SAN MATEO,94401,INTELLIMIZE,
2022,INTELLISWIFT SOFTWARE INC,12,0,8,0,54,9003,CA,NEWARK,94560,INTELLISWIFT SOFTWARE,
2022,INTERACTIVE STRENGTH INC D/B/A FORME LIFE,2,0,7,0,45,2916,CA,SAN FRANCISCO,94107,INTERACTIVE STRENGTH D/B/A FORME LIFE,
2022,INTERCOM INC,1,0,8,0,54,3192,CA,SAN FRANCISCO,94105,INTERCOM,
2022,INTERFACE REHAB INC,4,0,17,3,62,7103,CA,PLACENTIA,92870,INTERFACE REHAB,
2022,INTERFOCUS INC,0,0,7,1,54,3527,CA,MOUNTAIN VIEW,94041,INTERFOCUS,
2022,INTERNATIONAL B2B SOLUTIONS INC,4,0,30,0,54,4360,CA,PLEASANTON,94588,INTERNATIONAL B2B SOLUTIONS,
2022,INTERNATIONAL BUSINESS TECHNOLOGIE,18,4,6,1,54,359,CA,SIMI VALLEY,93065,INTERNATIONAL BUSINESS TECHNOLOGIE,
2022,INTERNATIONAL TRAINING AND EXCHANGE INC INTRAX,2,0,6,0,54,9816,CA,SAN FRANCISCO,94108,INTERNATIONAL TRAINING AND EXCHANGE INTRAX,
2022,INTERVIEW KICKSTART LLC,9,0,7,0,61,7955,CA,SANTA CLARA,95054,INTERVIEW KICKSTART,
2022,INTERVIEWSTREET INC DBA HACKERRANK,1,0,8,0,51,1758,CA,MOUNTAIN VIEW,94041,INTERVIEWSTREET HACKERRANK,
2022,INTL MEDICATION SYSTEMS LIMITED,10,1,108,3,32,657,CA,SOUTH EL MONTE,91733,INTL MEDICATION SYSTEMS LIMITED,
2022,INTL MONTESSORI CENTERS INC,43,0,22,1,61,1248,CA,SANTA MONICA,90404,INTL MONTESSORI CENTERS,
2022,INTRINSIC INNOVATION LLC,2,0,22,0,54,354,CA,MOUNTAIN VIEW,94043,INTRINSIC INNOVATION,
2022,INTROLLIGENT INC,5,0,11,1,54,7590,CA,SACRAMENTO,95815,INTROLLIGENT,
2022,INTUIT INC,234,3,1339,30,54,4661,CA,SUNNYVALE,94085,INTUIT,
2022,INTUITIVE SURGICAL INC,6,0,47,1,33,6458,CA,SUNNYVALE,94086,INTUITIVE SURGICAL,
2022,INTUITIVE SURGICAL OPERATIONS INC,27,0,238,3,33,4206,CA,SUNNYVALE,94086,INTUITIVE SURGICAL OPERATIONS,
2022,INVENSENSE INC,6,1,13,0,33,9977,CA,SAN JOSE,95110,INVENSENSE,
2022,INVENT HEALTH INC,0,0,6,0,54,6855,CA,PLEASANTON,94588,INVENT HEALTH,
2022,INVENTURE CAPITAL CORP D/B/A TALA,1,0,16,0,52,3746,CA,SANTA MONICA,90404,INVENTURE CAPITAL CORP D/B/A TALA,
2022,INVENTURE CAPITAL CORP D/B/A TALA,41,1,184,0,54,3746,CA,SANTA MONICA,90404,INVENTURE CAPITAL CORP D/B/A TALA,
2022,INVESTCLOUD INC,0,0,6,0,54,2640,CA,WEST HOLLYWOOD,90069,INVESTCLOUD,
2022,INVITAE CORP,39,2,66,1,54,1898,CA,SAN FRANCISCO,94103,INVITAE CORP,
2022,INVOLVE AI INC,4,0,6,0,54,4118,CA,SANTA MONICA,90404,INVOLVE AI,
2022,IONIS PHARMACEUTICALS INC,3,0,8,0,54,6973,CA,CARLSBAD,92010,IONIS PHARMACEUTICALS,
2022,IOTA BIOSCIENCES,4,0,10,0,54,2678,CA,ALAMEDA,94501,IOTA BIOSCIENCES,
2022,IOVANCE BIOTHERAPEUTICS INC,0,0,5,0,54,4381,CA,SAN CARLOS,94070,IOVANCE BIOTHERAPEUTICS,
2022,IOVANCE BIOTHERAPUETICS MFG LLC,13,0,6,0,54,784,CA,SAN CARLOS,94070,IOVANCE BIOTHERAPUETICS MFG,
2022,IP INFUSION INC,4,0,21,0,54,6481,CA,SANTA CLARA,95054,IP INFUSION,
2022,IRHYTHM TECHNOLOGIES INC,0,0,8,0,62,9544,CA,SAN FRANCISCO,94103,IRHYTHM TECHNOLOGIES,
2022,IRIS AUTOMATION INC,61,1,9,0,54,6753,CA,SAN FRANCISCO,94131,IRIS AUTOMATION,
2022,IRON SYSTEMS INC,0,0,6,0,54,4557,CA,FREMONT,94539,IRON SYSTEMS,
2022,IRONCLAD INC,33,6,151,0,54,3307,CA,SAN FRANCISCO,94105,IRONCLAD,
2022,IRONSDN CORPORATION,25,0,12,0,54,9297,CA,FREMONT,94539,IRONSDN CORPORATION,
2022,ISE LABS INC,4,0,48,2,54,579,CA,FREMONT,94538,ISE LABS,
2022,ISHIFT CORP,3,0,14,0,54,1306,CA,FREMONT,94538,ISHIFT CORP,
2022,ISOFTTEK SOLUTIONS INC,4,0,9,0,54,5555,CA,ANTIOCH,94531,ISOFTTEK SOLUTIONS,
2022,ISPACE INC,14,0,10,0,54,3855,CA,EL SEGUNDO,90245,ISPACE,
2022,ISTI SOLUTIONS INC,5,0,9,0,54,7345,CA,NEWARK,94560,ISTI SOLUTIONS,
2022,ITERABLE INC,1,0,18,0,54,9594,CA,SAN FRANCISCO,94105,ITERABLE,
2022,ITERIS INC,0,0,11,0,33,8496,CA,SANTA ANA,92705,ITERIS,
2022,IVALUA INC,3,0,26,0,51,8722,CA,REDWOOD CITY,94063,IVALUA,
2022,"IWAMOTOSCOTT ARCHITECTURE, LLP",7,0,6,0,54,9082,CA,SAN FRANCISCO,94107,"IWAMOTOSCOTT ARCHITECTURE, LLP",
2022,IXL LEARNING INC,10,0,11,0,51,1802,CA,SAN MATEO,94404,IXL LEARNING,
2022,J T MCKINNEY CO INC,1,0,6,0,42,3345,CA,BREA,92821,J T MCKINNEY CO,
2022,J2 CLOUD SERVICES LLC,0,0,7,0,51,1142,CA,LOS ANGELES,90017,J2 CLOUD SERVICES,
2022,JADE GLOBAL INC,9,0,36,2,54,920,CA,SAN JOSE,95110,JADE GLOBAL,
2022,JAM CITY INC,21,0,9,0,54,5808,CA,CULVER CITY,90232,JAM CITY,
2022,JAMES R GLIDEWELL DENTAL CERAMICS,7,0,16,1,33,3032,CA,NEWPORT BEACH,92660,JAMES R GLIDEWELL DENTAL CERAMICS,
2022,JAMES WALKER CPA,42,2,12,0,54,5156,CA,SAN JOSE,95128,JAMES WALKER CPA,
2022,JAZZ PHARMACEUTICALS INC,1,0,30,0,32,3787,CA,PALO ALTO,94304,JAZZ PHARMACEUTICALS,
2022,JB MICRO INC,4,0,5,0,54,7097,CA,NEWARK,94560,JB MICRO,
2022,JD COM AMERICAN TECHNOLOGIES CORPORATION,9,1,10,0,51,3071,CA,MOUNTAIN VIEW,94043,JD COM AMERICAN TECHNOLOGIES CORPORATION,
2022,JD LOGISTICS UNITED STATES COMPANY,2,0,7,0,54,2591,CA,FONTANA,92337,JD LOGISTICS UNITED STATES COMPANY,
2022,JEROME BELLOTTI AND ASSOCIATES,0,0,13,0,54,6449,CA,LOS GATOS,95032,JEROME BELLOTTI AND ASSOCIATES,
2022,JH BIOTECH INC,47,1,45,0,54,2517,CA,VENTURA,93003,JH BIOTECH,
2022,JINGCE ELECTRONIC USA CO LTD,24,1,22,1,54,1564,CA,SAN JOSE,95129,JINGCE ELECTRONIC CO LTD,
2022,JITX INC,1,0,18,0,54,5891,CA,BERKELEY,94710,JITX,
2022,JLK ROSENBERGER LLP,5,0,12,0,54,2099,CA,IRVINE,92614,JLK ROSENBERGER LLP,
2022,JOBY AERO INC,14,0,18,0,33,8866,CA,SANTA CRUZ,95060,JOBY AERO,
2022,JOHN A MARTIN STRUCTURAL ENGINEER,1,0,6,0,54,8532,CA,LOS ANGELES,90015,JOHN A MARTIN STRUCTURAL ENGINEER,
2022,JOHN FRIEDMAN ALICE KIMM,1,0,8,0,54,2592,CA,LOS ANGELES,90033,JOHN FRIEDMAN ALICE KIMM,
2022,JOHNSON FAVARO LLP,2,0,8,1,54,1643,CA,CULVER CITY,90232,JOHNSON FAVARO LLP,
2022,JONES HAYDU INC,11,0,26,0,54,4721,CA,SAN FRANCISCO,94107,JONES HAYDU,
2022,JSEE SOLUTIONS INC,4,0,8,0,54,6881,CA,SAN DIEGO,92121,JSEE SOLUTIONS,
2022,JSR MICRO INC,2,0,5,0,33,550,CA,SUNNYVALE,94089,JSR MICRO,
2022,JUMIO CORPORATION,1,0,5,0,54,8998,CA,PALO ALTO,94306,JUMIO CORPORATION,
2022,JUMPCODE GENOMICS INC,6,0,34,0,54,2927,CA,SAN DIEGO,92121,JUMPCODE GENOMICS,
2022,JUNIPER NETWORKS INC,45,1,196,1,33,2528,CA,SUNNYVALE,94089,JUNIPER NETWORKS,
2022,JUNIPER NETWORKS US INC,15,0,62,1,33,9888,CA,SUNNYVALE,94089,JUNIPER NETWORKS US,
2022,JUNIPER SQUARE INC,2,0,6,0,54,5827,CA,SAN FRANCISCO,94111,JUNIPER SQUARE,
2022,JUNO DIAGNOSTICS INC,3,0,8,0,54,8107,CA,SAN DIEGO,92121,JUNO DIAGNOSTICS,
2022,JUSTANSWER LLC,3,0,6,0,54,2112,CA,SAN FRANCISCO,94129,JUSTANSWER,
2022,JYK ACCOUNTANCY CORPORATION,20,1,17,1,54,9660,CA,MARINA DEL REY,90292,JYK ACCOUNTANCY CORPORATION,
2022,KAI PARTNERS INC,10,0,8,0,54,207,CA,ROSEVILLE,95661,KAI PARTNERS,
2022,KAIROS POWER LLC,4,0,5,0,54,7787,CA,ALAMEDA,94501,KAIROS POWER,
2022,KAL KRISHNAN CONSULTING SERVICES,18,0,9,0,54,7664,CA,LOS ANGELES,90017,KAL KRISHNAN CONSULTING SERVICES,
2022,KARL STORZ ENDOSCOPY AMERICA INC,0,0,6,0,33,8449,CA,EL SEGUNDO,90245,KARL STORZ ENDOSCOPY AMERICA,
2022,KARMA AUTOMOTIVE LLC,2,0,10,1,33,5972,CA,IRVINE,92618,KARMA AUTOMOTIVE,
2022,KARTHIKEYA DEVIREDDY MD INC D/B/A APEX MED GRP INC,2,0,11,0,62,9073,CA,LOS BANOS,93635,KARTHIKEYA DEVIREDDY MD D/B/A APEX MED GRP,
